order_id,payment_sequential,payment_type,payment_installments,payment_value
0170fdd7ac7c7bbad5308207bd25a679,1,credit_card,1,42.77
01725657be56c432d5aaa2f914ae2c56,1,credit_card,1,163.81
01786fff06f2f7e8a83950c4b3b424ea,1,credit_card,2,69.24
017cf0b342401318dcaeb25478e13a6f,1,boleto,1,67.5
0180ebc47853bfc5997af28f5a7e8849,1,credit_card,6,173.74
01835ef41c5ac66dd9ec6084fa1d0533,1,credit_card,1,72.14
01855f880aae9a984c7c33b26fcf2e02,1,credit_card,2,95.52
01908071e35fdc75bc0d7764f153abc2,1,boleto,1,114.65
0191bbb5166d4b9a68df11797d5acfa9,1,credit_card,4,153.07
019c4b64cf3d733807ef5bc8bcf6d123,1,credit_card,4,267.99
019d79b37e56c6d56d6323fed0c54d70,1,credit_card,3,66.11
01a921eb5bf5df0c2990e62563ceca49,1,credit_card,1,158.7
01ac6cbac1cda667c97d35046b75668f,1,credit_card,2,21.15
01ae5e4c5d2549f7c05000a2f5856c28,1,credit_card,1,55.6
01b1a7fdae9ad1837d6ab861705a1fa5,1,credit_card,1,135.84
01b94d6940365deb1eedb643ba43114a,1,boleto,1,162.82
01ba72e24cf883d74c5479c0a626c740,1,boleto,1,59.12
01ba9a2e5dcc1568b55695106d677b0c,1,credit_card,2,138.62
01bb52d7a8dffb8bef5b79268487cd10,1,credit_card,1,176.36
01be661b8196707ef60f062632d6d1bd,1,credit_card,3,204.06
01c18108db50c163daf7dfe461093fb7,1,credit_card,1,127.92
01c26a0b2736899633cfd6a3c1749428,1,credit_card,3,71.8
01c2d2ffe8349c5eef0ab33e8ff1f41c,1,credit_card,1,87.84
01d3d4cb8c553d507dfd26fbd8b41e95,1,credit_card,3,149.1
01d601c4d70f016f1e32ee8e82d6d4c9,1,credit_card,10,273.88
01d95eed9163a292a6788ddac08bcf31,1,boleto,1,45.01
01da413c142606bf28e461e3a732f653,1,credit_card,2,211.28
01dd288e8605af239a3a35e550e89235,1,credit_card,9,186.62
01e0386aae6c6385feedb58bd4aae5c7,1,credit_card,6,201.04
01e1617e546dc1fd372e089ab515ae34,1,credit_card,6,96.12
01e6f40a293da5a9dc11e49695c7541d,1,boleto,1,64.09
01e9feecd7fba975c1869a8fbbb38b65,1,credit_card,2,303.11
01ea9d9ce4b86204f82b79184897371c,1,credit_card,1,64.93
01f04ef1bf8714247c5286afd8579353,1,credit_card,8,233.13
0203892ed7a2b76401830f4b82a5a34c,1,credit_card,1,48.62
020550d9cdfb7110d07fd1a1f8937c6e,1,credit_card,1,42.27
020f8f4df303ae8aa39b806b766d2681,1,credit_card,3,163.79
02119fc90b970a6b0f5f554659843ab4,1,boleto,1,112.34
021288ce4f15c031270df5259df1b551,1,boleto,1,112.89
021397df4601b61a8bd063be9b5c54a0,1,credit_card,4,352.05
02145cbff48d443165378d41c0e49e48,1,credit_card,1,116.48
021dac6e3120485db6a77474aa21b979,1,credit_card,1,534.36
021f26893462ec6a677baba7f06ce4c1,1,credit_card,6,61.8
02218eb2a33847087a46d34397835b2a,1,boleto,1,48.69
022790f69760d0a1c025cd3acdf13927,1,credit_card,3,37.0
02332b54c758506809fd87d9c2748086,1,credit_card,2,54.14
0236711b7bfcba7479639be980c21128,1,credit_card,2,326.62
023a60303ff8d9e08b99e7474f7416ce,1,boleto,1,75.17
023af4b88d12c9f3f56bcb55da0450c5,1,credit_card,10,213.74
0245631f7bd55dbee7c6b441629bba94,1,credit_card,8,939.72
02457250c331120c9dea3bf840316d54,1,credit_card,10,368.75
0246b043b8ae041912cc7651ceb1ba2f,1,credit_card,3,61.01
024d4903890a56c2e98df63a32206bd9,1,credit_card,1,76.17
024d4ef645f204e4f95cb2a0d9cc61f9,1,boleto,1,146.3
024f8681c73783017f7cd5d5b061be3a,1,credit_card,2,56.78
0252299d97791cd5879873cba920d1f7,1,boleto,1,107.06
0256530d814cde05587fcd8e1b992bc8,1,credit_card,8,343.71
0257956857cf61994611a0a19f4bc247,1,credit_card,1,70.02
0259b4edb1ee1ebd0263f59bd790a938,1,credit_card,4,69.03
02605c218285d02df75a255f13396f1e,1,credit_card,1,59.83
0261b9a1fd7da49cec3906e055b2f59d,1,credit_card,1,198.46
02623e799dcc1e41066ddfe4af591f24,1,credit_card,3,68.11
02661696e065aa02977870f3a87940ab,1,credit_card,3,92.57
02680f764ca402aabbb86572ed2731ef,1,credit_card,9,185.89
0268f664f7833aa949da2eae5321aa5b,1,boleto,1,34.64
026d2c7c84b97eb8854ca3fbdc6ab840,1,credit_card,8,201.3
02701a0103fedd7310a8d575f9a8d291,1,boleto,1,190.75
0277e2828b1b5735351d7818e6658ed1,1,credit_card,2,70.91
028116828b6e9f2b8070f1c4f66c68f0,1,credit_card,6,138.31
0286dd0f954cb641dc3eb5db5e4467e6,1,boleto,1,76.08
0286e258217733541e80588e29c208c1,1,credit_card,5,81.63
028ad19261e3ad3406ca689348755456,1,credit_card,10,485.02
028f5779c98e7df5dc803824bdaae40b,1,boleto,1,99.94
02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.1
0297f94a646c942bde497bd200cce1ed,1,credit_card,3,141.5
029863af4b968de1e5d6a82782e662f5,1,credit_card,4,41.09
02a059e99249511338c51476bf3d942e,1,credit_card,3,132.03
02a9c0d24428f373731752bcc9719ebe,1,credit_card,2,68.23
02b39a781ee24f6997ad691ea7a01491,1,credit_card,10,126.57
02b57854fda246aca8459d17f5ccbffa,1,boleto,1,61.72
02b63408e665194f2794a94576001e56,1,credit_card,1,239.75
02b7e7c49710de373ce4bb83fd4bf81d,1,credit_card,2,67.3
02b8c16664d3c254052472397ae6d244,1,boleto,1,121.1
02b9a87c19eb57b9ebaebb3a6850de9f,1,credit_card,2,114.93
02beac5428ccbd30f4b3fbded058289f,1,boleto,1,126.53
02c371100bf54facae80322579c7fefb,1,credit_card,1,59.24
02c8a77069dc7fd1cf273312c3a6e499,1,credit_card,7,295.54
02c8bbea821df770f3665094a0ecfc1c,1,boleto,1,92.57
02ce7f70a5c7a6b04c29a98b061d68b7,1,credit_card,4,387.49
02dbd29bc7a490d582762fae9f0fd997,1,credit_card,1,19.95
02dbd29bc7a490d582762fae9f0fd997,2,voucher,1,49.5
02e0b68852217f5715fb9cc885829454,1,credit_card,4,68.89
02e151e3ad2aa3f8e99de08c81a93c2c,1,credit_card,9,155.14
02e8498a91ec0e72dfaff47b27c805a3,1,boleto,1,102.74
02ec4da9d03014f06d711d60eb37cc22,1,credit_card,2,29.11
02ec4da9d03014f06d711d60eb37cc22,2,voucher,1,75.97
02f30be57375dc610c40ca989d2385b7,1,boleto,1,80.73
02f4865eba77caf307bb9f08d0a59a32,1,credit_card,1,139.59
02f886b28af7079755677a544bc54fda,1,boleto,1,124.14
02fab07a655ce404330d65b508f32d9e,1,credit_card,4,287.97
02fc46ea58b91abb0507c92e7f6e33ff,1,credit_card,1,34.68
03054d8a8eefc2981cfad06f58e27979,1,credit_card,7,74.06
030840d9a6c8137615d5a2c916667c2c,1,credit_card,2,73.36
030c7ec55b04c23a239cd70bd9750e18,1,credit_card,8,83.41
030e558867da892772c999f60d09e854,1,credit_card,3,159.21
0312ecf90786def87f98aa19e0e0ce63,1,debit_card,1,42.78
03167be79e12e9d70dc67d864eea2300,1,credit_card,8,99.43
031e7d4e559a1bf08e71a419aa998d0a,1,voucher,1,98.51
032bc75236a1cbaf410bb596a509e774,1,credit_card,1,51.64
0334c2700a7e8ac0f3efeb36b4a91e68,1,credit_card,6,71.15
033a7061d514534d3459c3f1f06fe341,1,credit_card,1,49.63
033a7061d514534d3459c3f1f06fe341,2,voucher,1,30.0
033b0e94801f401cd19503fec4b784d6,1,credit_card,5,89.19
0347673d14e454a696bca6aebe61f23e,1,credit_card,4,85.92
0348f1ca72aa738d53f585b01fc676f3,1,credit_card,2,70.72
034afd1b074e35a1d1dcf70c4a5641b5,1,credit_card,2,130.34
034e23cd76658cb8d602b1f1e42be7e6,1,credit_card,3,82.73
0350fc2d00f48ad8a74efdf4d2fd4bdc,1,credit_card,4,89.58
03518b1ed227311405c355ccbda81a80,1,credit_card,5,77.53
035201c3c82a97f8a25dd6bd5244b2d5,1,boleto,1,135.08
03604d9c184f9290e997c49fb585b2b5,1,voucher,1,13.81
03604d9c184f9290e997c49fb585b2b5,2,voucher,1,339.29
0360de67db844d693e3060a8b79eac4b,1,credit_card,3,65.0
036467185263519cd4f15dde1f8664e6,1,boleto,1,181.55
036b2855a4c92b30f0bd1f3fc0f46e48,1,credit_card,1,67.53
036f684797c77d9beffa596570e198bd,1,credit_card,1,46.1
036ff362f1e7465c0ecad8f54b2e6c06,1,credit_card,8,194.0
03705afa0a4aabe1a734ddb11c1df3f0,1,credit_card,1,1023.9
037a9cf279c376ab222c9d27be892513,1,credit_card,10,481.22
037ded3ba29ebe9a96acb1177cc52b51,1,boleto,1,61.75
037e725440b59939735ae0aff888a015,1,credit_card,1,130.15
0385c406dcd7068b21e209740a4ef876,1,credit_card,4,43.3
038721fd1802532dae558bac820968d4,1,credit_card,2,241.0
0392bc239ce28b0377e6b3073df2c674,1,credit_card,1,35.49
0392bc239ce28b0377e6b3073df2c674,2,voucher,1,100.0
0394e320572c0048e41267320a28270e,1,boleto,1,141.3
03976e284ff273b3e5fda450030f32c1,1,credit_card,6,68.3
039dffcfcd2b5404d42beff4bbeff110,1,credit_card,9,111.89
03a09960f3b0d2b2565271fec21a8c94,1,credit_card,2,172.67
03a11ed94a7381584b86c4968625207b,1,credit_card,1,155.74
03a18d20c8d8ed81a44b9dff494ff86c,1,credit_card,7,87.64
03a3628434dd670dd5b9896337451c86,1,credit_card,8,393.84
03a8aa5d0860898d421c46247011c686,1,credit_card,10,333.9
03aba4d94f2bd838c0bb55be9d13b0f6,1,credit_card,2,199.31
03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5
03b93d42401e436cb00a2dd82a3975f7,1,credit_card,2,51.5
03b9c1e9a4406645c06dde26f4a704e9,1,credit_card,3,93.97
03ba1ceb961947c4c2945964f28cb9ed,1,credit_card,3,64.0
03ba8f07686d0661b011f3701eab3edd,1,credit_card,2,119.16
03c765107c8fc34c68a82bbd6c686856,1,credit_card,6,126.95
03c968d10d8c63bd2388245d02579fde,1,credit_card,5,73.28
03c968d10d8c63bd2388245d02579fde,2,voucher,1,88.37
03cfff56e65677083384243927b9915f,1,credit_card,3,245.68
03d409e5b5b19ae88c43b41b503fdc5f,1,boleto,1,33.24
03d5b9a74ff46435640f8bd737ac2237,1,credit_card,4,146.43
03df18ab5ba4464030b07f49dc6d206e,1,credit_card,1,47.68
03e327642028582cff3316f1726a9f00,1,credit_card,6,65.1
03e53afdd1e98f83636c3fd14562c7ab,1,boleto,1,35.11
03e99d63b25fc441524d77bda33ab136,1,credit_card,1,75.65
03f0804333673c7f86f8d68acd97e57b,1,credit_card,5,64.0
03f2f876bfee9ea9a502ec0d8a664e4c,1,credit_card,10,179.34
03f4f8149c605fb477250ac94f70c0cc,1,credit_card,1,66.67
03f9705f9135ccb809e74e902f19b2e8,1,credit_card,1,30.29
03fe9fc6d464322a67f3a221777a82d3,1,credit_card,1,45.95
0402c01cc0985160e52a67f202177b78,1,boleto,1,70.72
040b98b117606d34ba51c4d274a15e2d,1,boleto,1,913.7
040f27ad597191f7832612a806fa682f,1,boleto,1,36.35
0410ab9a8e8b28e6399bca3e89562f95,1,credit_card,1,39.0
04116cd1278a6285625c664dc0d09594,1,boleto,1,66.64
0412b784548c0bf8cc35073f13923e2c,1,credit_card,3,292.72
04130ed2567c23daa988cca5f1860430,1,boleto,1,46.84
04164ec24abde688d0451ee982797344,1,credit_card,5,102.92
041f09bbcd85d178903f5bb71f11a02e,1,credit_card,8,137.83
041f09bbcd85d178903f5bb71f11a02e,2,credit_card,8,141.37
042d7868efeb34d5748cf9262016f6be,1,boleto,1,112.43
04396584556ebf06343678f29cb10832,1,credit_card,4,107.78
04398fd8d888a4857774d982da494987,1,credit_card,1,57.5
043c74b543e990bd18b14ef1e4344031,1,credit_card,1,147.25
044223df7cb37509bfeb2a0df1250ca4,1,credit_card,6,136.3
044496e055fca9c2f17e1309e77a48b6,1,credit_card,8,156.23
0446aaa642b81cd046c44edda61ed010,1,credit_card,10,102.05
044cd7ffb6a41e6e5513c6595a2893ca,1,boleto,1,70.0
045339fcba21e00a00a822ca77f55c0c,1,boleto,1,78.47
045b201c094804e3fa5e542994c79f09,1,boleto,1,125.07
046100ad996b1c80d13e7e90fccd0560,1,boleto,1,61.84
046a69282c430c5d662cee78c019f95f,1,credit_card,4,342.03
046afc54df6dd8bc98ee2c0e653b70d8,1,credit_card,4,43.1
047d317db3c34ff477eee816660e44f0,1,boleto,1,147.34
047d7bce997c4e73c6efe724711fd3b8,1,boleto,1,58.62
0480beb27028f701542a144a9882a0f4,1,credit_card,5,185.93
048846960b74c996a4af7802498f52f2,1,credit_card,3,158.69
0489c7b710f3ebccafbd087c3c53bc2d,1,boleto,1,81.61
048d1e40afa8d75641833ebbb74f85b7,1,boleto,1,184.11
048d699adf41881d80ac3ed5f632a3aa,1,credit_card,1,186.79
048e579f89c9b3ca9a05550876740754,1,boleto,1,86.72
048f3e9b77a965f84a501a7f29076128,1,credit_card,10,454.48
048f4f6b6d2d3bc131665b2440c39f70,1,credit_card,8,86.8
0494d7ef89583fcaf33a1cea4bcfeec2,1,boleto,1,64.05
0497899302217e8f8ea8645ac33c1882,1,credit_card,2,121.16
049ad2bf8710b108e943f5074aed4939,1,boleto,1,67.98
049bad09d9281445edb6dd1d6ece7395,1,credit_card,2,87.71
04a2349771026865337d7e70a2ae0af4,1,credit_card,10,290.15
04a59fe46fc5aa341da5378c195ed53c,1,credit_card,1,75.18
04a772c0620384a8776c4fbcf4af5c01,1,credit_card,1,90.19
04a964d023c9a995e1dea573959fad67,1,credit_card,1,143.2
04b21593198275390ded3d92c6d9fd6a,1,credit_card,5,555.09
04c1e5f3771cb0ccfdb672669807401b,1,credit_card,4,937.64
04d0a4d84d5dc9cc343ca4d0e4120a4d,1,credit_card,7,73.76
04dd35719b3865db080c89c54b9f5b6a,1,credit_card,6,146.9
04df14e9618f3ad47f7b1e353b0b9c50,1,boleto,1,32.09
04e16f3c151ad9fb3100eda6ac3a61b7,1,credit_card,6,286.09
04e2e5f16cad2f04bb156a4bcc034520,1,credit_card,1,64.1
04eafa8a91ba0d51dc0c193bb67afc87,1,credit_card,2,279.0
04ebaf1d65a804a49b4b1011467aaf47,1,credit_card,3,36.35
04ef688ecd44ca2621c3f78abfdf42f9,1,boleto,1,77.72
04f2e46bdb0ab9fb67a417100fb3ca71,1,boleto,1,55.1
04f89a77d1fcc3178c1a374b5cc61a52,1,credit_card,1,59.24
04f917df18d906d8a147182234788026,1,credit_card,4,157.35
04ffb64e3f80d17e95e1934561c8f64a,1,boleto,1,188.34
04ffe2f01e4967bb8dd86f8d1db29d89,1,boleto,1,771.88
0504447548229e075dea8441b37b1e2a,1,boleto,1,221.79
0512553e39efd59a9572ce7eebacd43a,1,boleto,1,148.97
0512bcd90b810913b8177d5324c5ee0d,1,credit_card,4,87.64
0516c22655fe1e1f0b3390f4ee3fc5f6,1,voucher,1,31.92
0516c22655fe1e1f0b3390f4ee3fc5f6,2,voucher,1,13.63
05200ccb21bae81c6c32914d7c3bb778,1,voucher,1,43.1
052514b6411113b9d1d289f49bf414e5,1,credit_card,1,44.0
052ad30f046f581349410a7b366ef674,1,boleto,1,22.72
052b35671e2bdd45aa889c5fa09e2809,1,credit_card,8,403.27
05387d537bd2e5027aadbfb6a5123e4b,1,credit_card,1,43.78
053fdca16d1f69bd52f908f070a19049,1,credit_card,3,69.71
0542a77eb7f00f9ed2f08c1dba22a43c,1,boleto,1,27.6
054316a4a3afc149108b6b1431d11274,1,credit_card,1,54.0
0546ac640227025eb2df422b1f613f66,1,credit_card,8,153.01
0548ea59d2970d4c0fc2bca54cedfd54,1,boleto,1,97.03
0550cddd79cea841641e17c802d9c403,1,boleto,1,1020.84
055148178e6fef1a7c02a3a04b6ef6e2,1,boleto,1,288.23
05519ea9a25c6f57bfaa4ce4c372b26c,1,credit_card,7,357.13
05535f67cf6802000ad3107136cff4bf,1,credit_card,9,116.45
055a2893cb600bebc05a16d06e3de36f,1,credit_card,7,76.08
055d54b48c1c7292933cb2e27f73ee81,1,credit_card,4,41.64
055e121a8cefa5494be46fea4bd4f3ab,1,credit_card,2,60.09
0560d129c1357ea719aab1cf2cd4f03b,1,credit_card,1,44.34
056349f85a73d794119c4286c95a52de,1,credit_card,2,27.04
05640486a5e0b8140b20506acf791af2,1,credit_card,5,398.9
05692a713a2d25d85ac77a607b7db643,1,credit_card,1,32.77
056ab23f23c13e810d9ab8cbf9fd477d,1,credit_card,2,686.09
057134090fb19405548e54bbcf377f59,1,credit_card,3,186.4
0572a001d46280ab9ab95964665ff768,1,credit_card,1,65.53
0573b5e23cbd798006520e1d5b4c6714,1,boleto,1,51.95
0573bd213dab1f238af912e296c83944,1,credit_card,9,96.8
0576822a11b3068cce2e3c8551e4e327,1,credit_card,3,176.34
057712e71c25f78b04ba3452284c110b,1,boleto,1,241.93
057a97c066cbaf1feaba87f5422ce04a,1,credit_card,10,423.59
057e5b8975ad03882989369de7b803ff,1,boleto,1,82.5
0581cc006c5d0b4351b5435336828add,1,credit_card,1,17.25
0581cc006c5d0b4351b5435336828add,2,voucher,1,353.43
058a48943f3034afea88ff56b960dfdb,1,credit_card,5,62.1
058afe6c6322b4773393a66003934493,1,credit_card,4,245.29
058b47cafcb62845676917a46cf732e4,1,credit_card,5,84.2
0597a201736db0915eac0e92b5e0f6d9,1,boleto,1,111.89
059bbeb3477ed66fd7e670c3f879009a,1,credit_card,4,42.85
05ac54e2c004e051fa139f2efc01fadb,1,boleto,1,832.89
05ad071b550b1cf2815e8bf3bec3291f,1,credit_card,8,111.4
05ad33706a0ad42482ba7f17236d4bba,1,credit_card,1,94.3
05b3514bb9492bc0eb20959fbf445927,1,credit_card,7,155.63
05b3b36808b4c685d4a2753ad6fec9a3,1,credit_card,3,74.16
05b6dcf764ce18df76138d88dba0aa7d,1,boleto,1,34.72
05bc33363c34f9c8172bd111029be2e1,1,credit_card,7,173.62
05c12734a5d14a9b9528b3eb84f30e50,1,credit_card,1,24.69
05c12734a5d14a9b9528b3eb84f30e50,2,voucher,1,30.0
05c60320bb28437325f2d6d67467d93c,1,credit_card,6,335.31
05d5a67b06f86425711075939a164657,1,credit_card,1,18.38
05dbe6bf3e09d4e05160a98d0a926bb1,1,credit_card,2,173.92
05e168bd339a82dc2739b847d4ca99f8,1,credit_card,8,494.67
05e18a6cef41f63dc86b7b254954dffc,1,credit_card,4,226.14
05e2ab8de37670d9d0524473585092ec,1,boleto,1,173.84
05e7f330b0c9d2769d5aa193ee88baa7,1,credit_card,3,49.42
05e8d222c5597784b04c804e183599c7,1,credit_card,1,77.57
05ec7d4c58b47c6c3249400c512851b2,1,credit_card,4,86.24
05f4c59e4404655a57c7bb10ff944d3d,1,credit_card,3,279.24
05f99bfc5053a88e0955bea396422a81,1,credit_card,10,189.15
060e3be7253bd20351674ea9eec80ff6,1,credit_card,1,75.17
061295e635460bf36f1bb41bd54fd2d2,1,credit_card,3,257.1
061b74bca735bb2c1953e40bc098101d,1,credit_card,3,98.88
061c97a9bd7911f9d2031e1b820c344f,1,credit_card,3,329.8
061f2692f309a270bc04537e0a2508bb,1,credit_card,8,102.23
061f31c732cb84a989d5b62660212ecc,1,credit_card,3,87.76
06215d34c1ec4e1106eb12ae5fd0370f,1,credit_card,1,88.2
063250ed406abc1e7730639c79d16a0b,1,credit_card,3,357.03
063929a628206b3f69eaaa2e003ca695,1,credit_card,2,140.33
063be5d2e54f57f9673b26b87c8d8bfc,1,credit_card,4,98.33
0640b06b89343b8b664b6ddef40ba020,1,credit_card,1,66.01
064895b0b58ab3f84d9d3b0a2b800205,1,boleto,1,76.17
0651282cd5dd7e7103729d800b143334,1,credit_card,3,187.44
0652543c9f8586d33500c3d0e4ddc6a6,1,credit_card,1,62.33
0653c5290cf561492eae4f626799994d,1,credit_card,2,162.64
0659ee4a8b8b8da8337c94d35e423c74,1,boleto,1,368.94
065bc1a2569e7a22835b49f40208f394,1,boleto,1,209.21
065be848b8cc9a907f12d443b2e4df7f,1,boleto,1,82.98
065d4f458013cd9c9e716f8be1ca00d1,1,boleto,1,68.17
0662642f8ec31225fd369ca4026cb610,1,credit_card,3,73.83
0664199560952a51d76e1ccdadbd2cb7,1,credit_card,5,101.14
0666806082c797ed8410aadc2e08f286,1,credit_card,7,71.82
066772e2164fd7dbdff9ded585851352,1,credit_card,1,95.1
066e2edfc5e388bb574fda4a61911b9c,1,credit_card,1,67.49
0675116b5556a78cf0413f70aa9f235e,1,credit_card,4,91.85
067bc1024a45f0e3cf23b724757e55e2,1,credit_card,10,484.02
067c29bb966641e04d1d7a924aa3157c,1,credit_card,1,77.57
067ce97888318cd8d89a45bcb4adc94b,1,credit_card,5,125.53
068027bd6fbd44e949cfb70acad89b55,1,credit_card,8,188.45
0680b3722414028009984ae5c04c5df0,1,credit_card,2,229.72
06837ea96cf92f33a18a1f2c84c540c6,1,credit_card,10,238.15
06851487bfc68744f67fbc8ad1934d43,1,credit_card,2,133.05
0689012a897b2ac50b37994d77898bc8,1,credit_card,1,1097.31
068b0c2c80a022b71db91e7f44f5917a,1,credit_card,1,227.81
068e67bb959e282e8d5a3191c5e130ab,1,credit_card,6,86.15
06911dcbbf2310bd9da4156fd3abb632,1,boleto,1,162.06
069b0c9fca582b429e998f512a4c898f,1,credit_card,5,188.34
06a07c0ad4e1811f48e86d2c56c7b705,1,credit_card,2,219.45
06a10466a6e3befcdcb37637948fea4a,1,credit_card,1,84.54
