order_id,customer_id,customer_unique_id,customer_city,customer_state,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date,order_estimated_delivery_date
9d00e5dd1d0a6dc258a09e9c90854357,6088f7a0127c12595d6335b10bb37a2d,1c259d4575f154dccfefa0576b0ca987,curitiba,PR,delivered,2017-01-09 14:04:26,2017-01-10 03:35:54,2017-01-16 17:01:50,2017-02-15 00:00:00
765442de6466c0bb079c22b8b20e0eab,2b3dc71b4cce6a5cb97f6ebf5d6ede5f,62875d300d81b5f33990d8bd3ef103be,piedade dos gerais,MG,delivered,2017-01-09 17:50:06,2017-01-09 18:05:45,2017-01-13 08:53:45,2017-02-17 00:00:00
acc3d4031cbd2f28ac6b5b71427a054c,4a929b369cfa8293f0a22f9a65ad4b1d,d93129fd763bf7f5541e5e69dcc2830e,itaborai,RJ,delivered,2017-01-09 21:40:42,2017-01-09 21:55:11,2017-03-02 10:57:46,2017-02-07 00:00:00
588454faf6ae4ce8b0f387e19b7115a2,1898e33d23781c0e4574a114fe73c73d,1ae78cd8cf034823e5cca58266ca894e,itabaiana,SE,delivered,2017-01-10 13:58:33,2017-01-11 02:10:40,2017-01-20 16:11:31,2017-02-28 00:00:00
51b79a492b5e53504ce70340ce111374,c3057d4a0fcd85b33e6a7b59bcd257a0,4d16bcc453234aa62a86defb6b08ab85,duque de caxias,RJ,delivered,2017-01-10 16:31:22,2017-01-12 02:45:30,2017-01-20 15:44:38,2017-02-20 00:00:00
8b94c85a97b61f51a419a57e451d4e3a,54078a8661b0336a50e00afab86da419,59299ea0e75eec7b97507e1dc6ac13d1,porto alegre,RS,delivered,2017-01-11 12:49:53,2017-01-11 13:05:35,2017-01-18 10:37:56,2017-02-23 00:00:00
9a75a775d17d37cd19193fe02c3f21de,97efa29b4cb6dc4b10acb8f9baa46cdb,9ff65289796499ec62ee319b027dcff0,rio de janeiro,RJ,delivered,2017-01-11 15:56:35,2017-01-13 02:10:21,2017-01-24 14:14:24,2017-02-23 00:00:00
bf9d705db9fe15b5bd6a0a35c3e3365f,cd7fc3b7e625b3b0492197326b461c4c,765369a23b18f4f6dfce1757448fbae0,sao bernardo do campo,SP,delivered,2017-01-11 19:21:04,2017-01-11 19:35:14,2017-01-20 21:11:43,2017-02-17 00:00:00
753aaaa715f963740a358c291bc79727,92afe47b8038840f6761684db0da3e40,24072811917876a84c81166f96aed0c1,sao pedro dos ferros,MG,delivered,2017-01-11 23:32:55,2017-01-11 23:45:19,2017-01-17 10:28:00,2017-02-09 00:00:00
53cd36155a7bf507095985b2f26368a5,3fb14779b189f5fde47f8918e88dcc36,62b690c75a3008d4712aa691ac30b7ba,sao paulo,SP,delivered,2017-01-12 09:45:32,2017-01-12 10:04:59,2017-01-18 12:51:59,2017-02-20 00:00:00
fbee80ef6891c144af8ff9dc788aaa89,41ee1607f629eea5c7aa658053748326,53ab246426bad17ebfa16c1a84e67294,caucaia,CE,delivered,2017-01-12 12:01:14,2017-01-13 16:25:19,2017-04-26 09:35:51,2017-03-06 00:00:00
f313be47c42e07616027ad6d6ac3034c,1df2dcecdf59a9ec5bbd2f877821219e,a4ed37fc830d1fb2889b4193ebb09a91,juiz de fora,MG,delivered,2017-01-12 13:11:45,2017-01-12 13:24:45,2017-01-26 14:03:59,2017-02-22 00:00:00
19512a70f62306416782f963d55c8b26,e914087f4bedebda8f0dc92e4d095d16,65fa3afefabe02a33f88a6c0c7c17867,sao paulo,SP,invoiced,2017-01-12 15:05:52,2017-01-12 15:15:10,,2017-03-02 00:00:00
b5c037cf61074d84c0a994fa0d024064,58a549319c3ffcfc868efa613016466a,b4be434bcbf5fac41b8be0e055135c9a,sao paulo,SP,delivered,2017-01-12 15:58:39,2017-01-12 16:10:19,2017-01-24 13:09:56,2017-02-13 00:00:00
0daff24b7abb3accd3e2638a0d5be0a0,5a46fcfb9cb1aa7feef0014acace422c,502c07b7330ba7d5edd4fffe8c5ae0c3,taquarivai,SP,delivered,2017-01-12 20:06:50,2017-01-12 20:15:17,2017-01-20 10:57:34,2017-02-23 00:00:00
5a1b8ce8aee70bd3445109304936c826,587c6261599b61d8089fab854cb753cd,7f75d82fb48730a02d3c678dd2242e44,aurora,CE,delivered,2017-01-13 15:11:52,2017-01-13 15:25:23,2017-01-26 14:27:27,2017-02-23 00:00:00
3aa779fc4b813797c16ac4f02fe808ec,8d17a0679312b6c68213eb0c197b3c48,d4ec1db68ee6fafe0ce4293bdf2c1b4a,brasilia,DF,delivered,2017-01-13 22:21:41,2017-01-13 22:30:11,2017-01-26 12:24:38,2017-03-01 00:00:00
6248b0a9b547366913fb67922a7a2b77,4ae48f8e3942147402a1286118601c83,dce5a2ec04713ca71d7fd432f45b70cc,carmo,RJ,delivered,2017-01-14 15:11:28,2017-01-14 15:22:39,2017-02-03 10:50:28,2017-02-28 00:00:00
1d4744e42dc6d786bbc9512601f7e49c,7096909336d32cce878923632d3d4208,88d5a81aa8baf9e0ff6c8d888aa97a11,sao paulo,SP,delivered,2017-01-14 15:41:48,2017-01-14 15:50:16,2017-01-24 05:46:04,2017-02-22 00:00:00
a87f63f16c37c383775f476c6f22b635,fd673a07896aec385c5287234605f166,c112276ee020e563234bd46993fddc4b,brasilia,DF,delivered,2017-01-14 15:42:20,2017-01-14 15:50:20,2017-01-30 11:21:56,2017-02-20 00:00:00
016dee69b3de35a39bfccee5309307c3,c508ad14bc3cde5d1e0bfca7ebdb77cd,65673eb10bb25611b2a9eda38b0e57ff,passos,MG,delivered,2017-01-14 16:35:59,2017-01-14 16:50:19,2017-01-26 15:43:39,2017-02-28 00:00:00
0fd3cee523a106ac501c4cf18f56a4de,c41bb9b32eecfb353668815360270496,edf8176bda73a45c6a47235c7a7726b2,piratininga,SP,delivered,2017-01-14 17:44:58,2017-01-14 17:55:18,2017-01-30 10:43:29,2017-02-15 00:00:00
3aa0a75931f649d9e3e83aaa9d6a95e7,a2ddc0fbb3e8827c322579d6124b0c6c,ff9b8e5654b51a827582daf1051b1918,belem,PA,shipped,2017-01-14 21:56:03,2017-01-14 22:10:18,,2017-03-08 00:00:00
ed2ea4498bcd56d90d461a23fa47ac56,b629604bb4374da78155fb48fcc1ec4f,b0bc6de4a99007470bbdbbf5cc502ea9,sao paulo,SP,delivered,2017-01-14 23:05:01,2017-01-14 23:15:16,2017-01-24 13:47:47,2017-02-24 00:00:00
df410b19c3e348fb548ae68badd49827,6a6c433159ff775ba7f5ff8ec38b5b6f,b0bc6de4a99007470bbdbbf5cc502ea9,sao paulo,SP,delivered,2017-01-14 23:05:01,2017-01-14 23:15:17,2017-01-24 15:11:39,2017-02-14 00:00:00
3027797ce35841bf74917c0b0ea1a38d,64e2e80c6c053f95af9f072968fc8196,609846ecfa57e90e8ce0fe6c0e06b0ad,sao paulo,SP,delivered,2017-01-15 12:37:26,2017-01-15 13:05:44,2017-01-23 16:14:21,2017-02-24 00:00:00
34ac523be174284d7b9df8e47bce2040,e143678e76c1279b51f6fb83c205b7d1,4862e84e08df689a5ccec996b1f7b393,guarulhos,SP,delivered,2017-01-15 14:15:04,2017-01-15 14:30:14,2017-01-20 10:05:52,2017-02-24 00:00:00
b6e5aa946acc4e29e7069510f28a0bce,6630c34d7fef13e0ec591d96f6c24362,35e146c985a9cf989c91edb4c0c156fa,rio de janeiro,RJ,delivered,2017-01-15 17:58:42,2017-01-17 03:21:45,2017-01-28 07:58:59,2017-03-01 00:00:00
f77dc5ef53142abf2e1734622d81f664,29c13f323716a5bbd7356343e45d9868,35e146c985a9cf989c91edb4c0c156fa,rio de janeiro,RJ,delivered,2017-01-15 17:58:43,2017-01-17 03:21:45,2017-01-26 15:11:47,2017-02-17 00:00:00
33ef079ec39c1b46e6e552e038e67c5b,4a5dc0dfa0d6bb6fee6eac33a4b39d7b,b9ac5718b8f3ff34b2929ac08661f82a,sao paulo,SP,delivered,2017-01-15 18:57:33,2017-01-15 19:10:17,2017-01-20 16:47:51,2017-03-01 00:00:00
ff42eee9423ebc7d468a3709e1cbefb7,e88a38745875de352d6a135b7d3f11af,2cd2f63f783343de79fd5a430c8b6d43,botucatu,SP,delivered,2017-01-16 09:56:45,2017-01-17 19:45:18,2017-01-26 16:01:40,2017-02-10 00:00:00
3ab4eea6776259ae8dfbabaeffece352,24d46169d90daaa687cbf122c3243df8,bcdd3f31625ec664aca676d1c101e753,marilia,SP,delivered,2017-01-16 21:08:25,2017-01-16 21:21:52,2017-01-24 13:57:59,2017-03-08 00:00:00
6f275c944d1814eca6bfbb2bcfa3b0ea,219f6aa1ddc83ec7dbf2498e664129c1,92dd9c8abb3cfdd902e9528cab9cc3cf,penapolis,SP,delivered,2017-01-17 09:15:35,2017-01-19 02:17:31,2017-01-24 14:31:56,2017-03-01 00:00:00
cb4980b31efc7af3ee819aa60582c31b,dc0c77cca2f6acb682827975536a6dc7,5286f4342593aeeca93e0543ef0ac5f0,campos dos goytacazes,RJ,delivered,2017-01-17 12:42:06,2017-01-17 12:55:27,2017-01-20 13:42:37,2017-02-17 00:00:00
ea97616a19d3b2683ab949def1037708,e01dd706e00cef25a6be635737bee134,c15e721e52209690f253a6c8fd1a17de,rio de janeiro,RJ,delivered,2017-01-17 14:57:29,2017-01-17 15:10:17,2017-01-26 13:57:31,2017-02-27 00:00:00
2195712688ef03e20c8053de61c82493,45cb0fe36535222805dbee60662f9dee,72190b69b96d51e002b07103b1e0c809,itabuna,BA,delivered,2017-01-17 15:30:34,2017-01-17 15:45:13,2017-02-01 16:37:26,2017-02-23 00:00:00
ae917963181c56c14f8d0e873b1588ac,c09f8cdfa1c0e9d5ce962948b1a4f3be,0651d1d452e23d14caf7c7cf51f46071,conceicao do araguaia,PA,delivered,2017-01-17 16:47:13,2017-01-18 02:10:29,2017-01-27 14:54:59,2017-03-09 00:00:00
70d0dedf8c23e2cedca5915427acd101,e89602b2442a8d65407ba198d614502c,7a9d69fb7ce2ceca5c5c2a4f7f597250,marilia,SP,delivered,2017-01-17 16:58:06,2017-01-17 17:15:16,2017-01-28 11:57:18,2017-02-15 00:00:00
9980c5519e01cc5a1c1c35bd247bb499,68fcf3339b654cd981786ff00d15bbfe,8b1371e4a43d8e62075c06d7256373f8,mococa,SP,delivered,2017-01-17 16:59:30,2017-01-17 17:10:08,2017-01-31 14:16:29,2017-02-27 00:00:00
8c482c28bfcadc891bc37e13dc7ace34,1d4559618ae0a6bcc7dc8baaf5ad58cc,cc93f0fd2d5903386827b0dd3de6fc42,sao paulo,SP,delivered,2017-01-17 18:42:36,2017-01-17 18:50:19,2017-02-10 05:28:26,2017-02-15 00:00:00
d9a08faa201940dd3302f06944b5c739,0fbba4e64c66162f8108ba004d0b929d,29607e7e09b983abf0027c079c05efb6,sao paulo,SP,delivered,2017-01-17 18:57:58,2017-01-17 19:10:11,2017-01-31 12:22:42,2017-02-15 00:00:00
01ba72e24cf883d74c5479c0a626c740,edbaa972997d3e33faec1e1b6e0b7e43,4cee4a02eb33c498d0ad31ff0e7f32f1,angra dos reis,RJ,delivered,2017-01-17 19:55:40,2017-01-18 02:10:52,2017-01-25 13:52:35,2017-02-27 00:00:00
9b2e5e7107f9b0d28873782803e01ecd,f528cd2e64c47c4d65c1355294c43323,6228bfcc46762217dfb30909688d80be,itatiba,SP,delivered,2017-01-17 20:20:10,2017-01-17 20:32:51,2017-01-26 06:15:39,2017-03-06 00:00:00
fdb3ef83ea6f7bef7d13bdd9b38da661,fbc1bec47970c387d5f4962d518dd268,e03a1bf47d42257f8e8e5e8775696622,embu-guacu,SP,delivered,2017-01-17 21:09:40,2017-01-17 21:21:39,2017-01-26 16:25:11,2017-03-13 00:00:00
3aa9ae345c5bf7396e8b237717c470cf,d14ec9b10324e4132ee110e8012e7dde,1c81d0cd06e55c6c1b9a353a32a94c33,barretos,SP,delivered,2017-01-17 22:34:59,2017-01-17 22:45:15,2017-02-01 16:48:47,2017-02-23 00:00:00
b063bf13bfec7c847d7a6bdb54554c00,9116afdef84d57d567a2d87cc9dd12bc,70c54f44c2b0fea644d1caae6142ed62,indaiatuba,SP,delivered,2017-01-17 23:37:51,2017-01-17 23:50:17,2017-01-25 13:53:45,2017-02-27 00:00:00
6ed4f19dc97f2a4b5d0f15651247dbca,6b7e649105e4c5388bd8c3c4e9efcff3,3575846eb504cb74d447525fdc21bf0c,niteroi,RJ,processing,2017-01-18 09:52:32,2017-01-18 10:05:11,,2017-02-28 00:00:00
660c604f50fc9edcf854689682d1560e,d20bbabb669a554138e7d3f97cafafd6,12845427d01e30997492ad688e9269e8,marica,RJ,delivered,2017-01-18 10:27:19,2017-01-18 10:42:18,2017-01-20 11:42:06,2017-02-24 00:00:00
8c0a4c58ee098fea192d86cb195786e6,743eb1a642f457af79087cfaa894a63b,c8286434bb87dd80be297fc3e6bdc49b,natal,RN,delivered,2017-01-18 12:27:53,2017-01-18 12:41:46,2017-01-30 11:47:28,2017-03-10 00:00:00
3ac963599c50b9beedbcebb47eb33af9,ab23392115ab5083ec640a5c781c2820,17238e33fee2b88c3ed8eb91b29c007a,vitoria,ES,delivered,2017-01-18 14:32:43,2017-01-18 14:45:21,2017-02-16 17:42:20,2017-03-02 00:00:00
1ef09d75953043a71a73428e15bc2f5c,572178b4530a9a986a59205bedea0712,1fd8862a2eff56f95aaf5ebbb5619971,braganca paulista,SP,delivered,2017-01-18 14:53:29,2017-01-19 06:50:22,2017-01-25 15:06:36,2017-02-24 00:00:00
171398a0cd843c65ac78aee9e05a1f49,f0244902c07b7c0799e468218579a925,147375750bdc81b55b75dc08daf84c8a,caruaru,PE,delivered,2017-01-18 16:07:37,2017-01-18 16:15:20,2017-02-03 12:51:58,2017-03-20 00:00:00
c5e86e382215a14b35e8a51f1110f39d,f09f24eded6cdd153f9c3d778168b564,e342ebdde0ad92773298b48def63e714,sao paulo,SP,delivered,2017-01-18 17:04:36,2017-01-18 17:15:18,2017-02-03 12:09:19,2017-02-28 00:00:00
77c34615b2963e4bf4b48d59da0eb5e1,06b74967617d6e12688e779fdc1a580c,8f09add4b8d8c9c4311d881d29b8d58c,cocal do sul,SC,delivered,2017-01-18 17:44:05,2017-01-18 19:05:09,2017-01-31 10:41:44,2017-02-16 00:00:00
d0a4948ce19a51837d5e24c26ab83d76,ff84d0fa669f79bdc394cadf5d651cf2,4fd1b2e7c09c60c05762f31151d464f8,campo limpo paulista,SP,delivered,2017-01-18 19:39:51,2017-01-18 19:50:23,2017-01-31 09:15:04,2017-03-13 00:00:00
e2d092db21e901d04985350bf0e748ac,08fbfcc1b6c48f73ddca8312c78f6f53,4d30f9e0514e084c4ad6368a3afeeceb,coronel fabriciano,MG,delivered,2017-01-18 20:11:57,2017-01-18 20:25:10,2017-01-27 09:37:35,2017-02-28 00:00:00
2511cdf205337513507a1863f0098d39,71058039e9883484d1264522cbc9c2f1,d8f3c4f441a9b59a29f977df16724f38,sao bernardo do campo,SP,delivered,2017-01-18 21:08:18,2017-01-19 21:10:20,2017-01-26 21:57:38,2017-02-28 00:00:00
9c0b834fc89f4dd70679baffe8bed38e,3ff64bf4067f2b8c240397252473423b,dca82da75297f7cf5596674a229c89c5,criciuma,SC,delivered,2017-01-18 22:12:34,2017-01-18 22:25:08,2017-01-26 13:28:50,2017-02-14 00:00:00
e1000df659259b29cb73a4798ccd7454,feb21f4291037a45288a6266d66a0096,7bc7dbe918ad4e7bd68abd2479727ad6,rio de janeiro,RJ,delivered,2017-01-18 23:02:45,2017-01-18 23:10:20,2017-02-09 12:33:46,2017-02-28 00:00:00
f878206572adfa47110fed4947806589,1b68647cee091c5dcf4f7200ba5dd760,9ebb078703bce2d1db28c206d2aae886,parnamirim,RN,delivered,2017-01-19 09:59:49,2017-01-19 10:10:14,2017-01-26 15:48:46,2017-03-13 00:00:00
e5ecfcbdbc07f8edf7ec0df1504a74a6,db329a00354d35ec9fdaaf8e11bd8033,30ad1451a70a8da11a69dc6dcfe31256,porto alegre,RS,delivered,2017-01-19 11:47:55,2017-01-19 13:30:21,2017-02-06 13:43:56,2017-02-17 00:00:00
77e102ecf08e057581ef2ce55c80c6c0,4cd81e890532dc8cf4ee9c2667629e43,218cfff9dc92d8ada9f47343cb1c82b2,sao paulo,SP,delivered,2017-01-19 12:02:28,2017-01-19 12:21:38,2017-01-26 11:12:14,2017-02-15 00:00:00
10bce195e3966122a3dd0e2aa676f761,0280e2736a179aa87a59447236a797fa,1c61833a5bbe555d71990cf46c3ccd2b,itu,SP,delivered,2017-01-19 13:38:16,2017-01-20 13:45:08,2017-01-27 10:42:38,2017-02-21 00:00:00
e04d9eacedc0dca9d83c14fcb0d7276c,d87b6988897b12def5709ca4f8142012,6fd85726716a6e806049c1972b4e888e,jundiai,SP,delivered,2017-01-19 14:04:48,2017-01-19 14:21:41,2017-02-07 14:35:10,2017-02-27 00:00:00
0675116b5556a78cf0413f70aa9f235e,9e2d9c6000d88cd4b51ab4dc2bc58ef9,2d7a88002fb4c6073fbef4f59707a0e0,rio claro,SP,delivered,2017-01-19 15:21:44,2017-01-19 15:30:17,2017-01-26 16:52:29,2017-03-01 00:00:00
6e4a67f3a94e46e6cc5af48093d14127,6f065c44abf2024a4cb9ee299921ed6a,2d7a88002fb4c6073fbef4f59707a0e0,rio claro,SP,delivered,2017-01-19 15:21:44,2017-01-19 15:30:15,2017-02-01 18:06:23,2017-03-08 00:00:00
058afe6c6322b4773393a66003934493,5b894cf9a0b95ce53a6ce010fe000104,d2e96fc998d538905a948410e26fee2c,sao paulo,SP,delivered,2017-01-19 19:35:35,2017-01-19 19:50:14,2017-01-24 12:53:46,2017-02-15 00:00:00
6ff09113fd48861d786d40583b7f2aa3,9b29afbe5be6f07ceca7ecd44ae83a4f,b8bdfc9a2e1db42608cef6cd5002e32b,tracunhaem,PE,delivered,2017-01-19 20:12:02,2017-01-21 20:10:14,2017-02-06 09:15:59,2017-03-13 00:00:00
df537c849af44beef86a7ef7de12126a,e97a76910029690bc1f5b67376c38af5,051bc94e9cd865806bba8eeefb336d0a,cesario lange,SP,delivered,2017-01-19 21:48:41,2017-01-19 22:01:56,2017-01-30 11:41:52,2017-03-15 00:00:00
49268496ecf8148bd16540c2a23c6c70,ffaa23e5ad898d7e2b73cd716dcbc43a,25f287951bd4fd3e2ab42be9b6ad356a,sao bernardo do campo,SP,delivered,2017-01-19 23:12:08,2017-01-19 23:25:11,2017-02-01 18:06:52,2017-02-15 00:00:00
5a4cc097e0e591ab3f150524b83d81af,3e538d735070c509095ccbdb699f798d,4f6e6ec3891fe96b3fbe50c587769eec,sao paulo,SP,delivered,2017-01-20 03:35:44,2017-01-20 03:50:12,2017-01-31 10:12:18,2017-03-03 00:00:00
22aa0b4e8c7855fd8d534a7692579a36,9e1d60f744e20177e6c2b1062af5c97c,47819e2fe2feece1eaa798f2c2398221,balneario camboriu,SC,delivered,2017-01-20 11:12:25,2017-01-20 11:25:15,2017-01-30 13:05:04,2017-03-02 00:00:00
897702f9f3fe72f18863ffc09e7ddef3,d521a479946c5ddfa97cb9872da48e2d,d2cb4fa134053a20c0a53ce0542ca0b4,santa barbara d'oeste,SP,delivered,2017-01-20 12:04:03,2017-01-20 12:15:23,2017-01-30 14:23:39,2017-02-16 00:00:00
36aa7a4fce4353a2a7f6d2aa9448900f,3cff79bc3cc73ae212fbc01eb269acfe,32845d7f61934b59a9c3cce3fad4ba9d,mage,RJ,delivered,2017-01-20 14:27:46,2017-01-21 03:06:44,2017-02-03 10:38:55,2017-03-06 00:00:00
6789a1de9a37be580653e51fc6458776,d76512c766b6191a31760b27a3a671fd,b4739233753be99a2078cb6588e97c56,itabira,MG,delivered,2017-01-20 14:43:44,2017-01-20 14:55:10,2017-02-17 13:28:01,2017-03-02 00:00:00
b49998737b7359ebe1b64b0b7ffb20f6,d46d7edbddcff60db4428ed88fd33dfc,9b115a88b163c830eea9e44080e81223,monte carmelo,MG,delivered,2017-01-20 16:27:25,2017-01-20 16:41:55,2017-01-26 16:24:02,2017-03-01 00:00:00
f5d54f3d6cc2c7125dc1de8888ce8975,7f18a55ab36bb9522b71a169132b049a,c4a6d90ff659b1fc7a16bb0681f2afa7,marilia,SP,delivered,2017-01-20 19:18:03,2017-01-24 03:45:39,2017-01-30 11:51:55,2017-02-28 00:00:00
bab0a62e41a5f0abc7f04989cdd7a6fd,91fd5aa21b364a805141f532a7bfab2d,dcb44a6d9e33bca1bd008f7faaf3cd68,teresina,PI,delivered,2017-01-20 20:33:49,2017-01-20 21:02:21,2017-02-07 16:31:32,2017-03-14 00:00:00
66f1a7baf73c12eb3af95058da54b6f8,ffe51ba924ffabbb6e1ec2c92e582851,7b5e2c3263123b70cb9961f8aa7f0388,sao paulo,SP,delivered,2017-01-20 22:11:31,2017-01-20 22:21:59,2017-01-28 06:41:37,2017-03-02 00:00:00
032bc75236a1cbaf410bb596a509e774,a0ba6852184c70cbee04bed3909bf011,2c92b3c621adddeae929cb98870dd6d2,ourinhos,SP,delivered,2017-01-20 22:18:06,2017-01-20 22:25:17,2017-01-30 18:35:00,2017-02-16 00:00:00
9758e655b4d2fca01c69a4dde9d4fb5b,7bebaaaa1a33db48ca58e50d6af76be1,c179057f564af5f24ea3d13b24616f19,guaruja,SP,delivered,2017-01-21 09:44:46,2017-01-22 09:55:06,2017-01-30 10:39:16,2017-03-14 00:00:00
a3d1ef2562cf71542edfed06c1a7b6c8,5f825bf617f8288a4cb4f50c3c179794,4bd7f188edf5bda0c155c8460457d76b,ribeirao das neves,MG,shipped,2017-01-21 11:43:35,2017-01-24 03:42:07,,2017-03-08 00:00:00
81251f18621a822ad5b09593dfee4fc9,ae4dce7235e0aac52e4b82c54f7b18de,f992b70fb02cdfadc277f493997515b7,porto ferreira,SP,delivered,2017-01-21 14:17:21,2017-01-21 14:30:16,2017-01-27 11:34:09,2017-03-16 00:00:00
c13f61a17915a48e0741b02a6b7a3fe8,867ac9a8fc8fc9611ab69114e719457a,5d2c057bbb50353737f8eb80d08e82f2,itapevi,SP,delivered,2017-01-21 15:01:29,2017-01-26 20:05:09,2017-02-02 12:22:00,2017-02-21 00:00:00
230c830e0ace11bcabaf63deebbee836,94ae739e955e77518c3ca587d09accf0,0362cd11581b91270ed0b9a1028b34e5,lajeado,RS,delivered,2017-01-21 15:41:06,2017-01-21 15:50:21,2017-02-09 08:25:46,2017-03-06 00:00:00
250d181fa1c603024562b93a8f8d5fe0,7c29c309c685f2f7388ad10624008acd,63299f459ddbe79050c7094da3f69b8f,brotas,SP,delivered,2017-01-21 16:30:43,2017-01-21 16:41:50,2017-01-31 19:42:09,2017-02-28 00:00:00
bd2623f3663c5daa3f89e6b527fd49da,b7b15ab12fa50616eee696a22f098e07,c42ba47d1df4847a1fae69d1407c83d9,mirassol,SP,delivered,2017-01-21 17:08:01,2017-01-21 17:22:49,2017-01-27 18:12:13,2017-03-02 00:00:00
8b6d201fff0b1b32e59f7cbdc6beaf54,e727991c9f9c297620b5d8e6ff320f2e,0379a6f96d9befaf749609ba52b17783,montes claros,MG,delivered,2017-01-21 17:17:20,2017-01-21 17:30:10,2017-02-06 11:00:25,2017-03-21 00:00:00
2a3d67c0d2045bf67abb3d8f320ac29f,596201f6091e62ac70da64aad9d0ba58,f801278dc42ce9d4773cb91ad0e21ab8,ipora,GO,delivered,2017-01-21 18:17:14,2017-01-21 18:30:10,2017-01-30 16:12:18,2017-02-28 00:00:00
de05dd73ee1b5a964eaa56f814c49851,a5f97dadc879a0cba20bf9650b1bd888,f801278dc42ce9d4773cb91ad0e21ab8,ipora,GO,delivered,2017-01-21 18:17:15,2017-01-21 18:30:09,2017-01-26 15:18:51,2017-03-08 00:00:00
9786c52ca3e1ed1ef3ba5c65941627f0,3b02662e1fc027ed85be9b59f038d63b,753b0bdcb8024540f111c24f2be614c1,camaragibe,PE,delivered,2017-01-21 21:12:13,2017-01-22 21:31:32,2017-02-09 14:34:38,2017-03-21 00:00:00
c870c1f3a9ba62194d1060c0accb18dd,1ad07b0c4441e0b5550631b23fc22312,4935a78ccb4610047befc89c31602c36,campinas,SP,delivered,2017-01-22 11:15:23,2017-01-22 11:30:16,2017-01-31 19:43:50,2017-03-02 00:00:00
64410a4fbf4904d3f9445bf58e9491b5,8f1d0358a348695533891708836a34d7,0b71af0a1a119b2db8a6c0200b552ebf,nova odessa,SP,delivered,2017-01-22 12:21:50,2017-01-22 12:35:24,2017-02-02 16:09:42,2017-03-02 00:00:00
bb2dfe6031f35f7abc9a3c7dad5e4467,01e0d4fb731e6ee47df3f3f179cc0a0b,9a47f3ac5c51599a24bb848c16ece5f4,sao paulo,SP,delivered,2017-01-22 14:09:03,2017-01-22 14:30:43,2017-01-30 12:37:55,2017-02-16 00:00:00
