product_id,product_category_name,product_category_name_english,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0176bf7839ab4e611dc01cdc3ef6f4e4,cool_stuff,cool_stuff,1600.0,33.0,44.0,19.0
0182796b487918d688ba48cf3a0d1bf4,cool_stuff,cool_stuff,2300.0,33.0,44.0,19.0
0192191cc1bc83262d6667c54c2e048f,fashion_calcados,fashion_shoes,850.0,22.0,12.0,33.0
0198a991deae439205851e71a7b0bdf7,moveis_decoracao,furniture_decor,12600.0,74.0,8.0,74.0
01a900ffd5609ad754c38f9dcbce8c6d,esporte_lazer,sports_leisure,700.0,28.0,25.0,25.0
01af6a4592d74b6d41ceeede0bd8b417,esporte_lazer,sports_leisure,6600.0,105.0,15.0,25.0
01b0238705b6ae8e35c6fea837e6ae4a,beleza_saude,health_beauty,900.0,20.0,4.0,11.0
01b864cf36d60d972e2e29d8c5084d64,cama_mesa_banho,bed_bath_table,2400.0,42.0,11.0,36.0
01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,housewares,8150.0,40.0,11.0,40.0
01c9a70868bec5b748c67fcc26ce5895,brinquedos,toys,750.0,30.0,17.0,30.0
01cf8c7364048b4b6ed0fe400667054d,brinquedos,toys,1200.0,30.0,16.0,20.0
01da7f08d8327e0b4fab7edaa0c417a4,telefonia,telephony,350.0,16.0,3.0,11.0
01e66dc5bf4d5a186d856506a4f0fea2,esporte_lazer,sports_leisure,200.0,26.0,5.0,13.0
01ebdb7ca76a3c581c0d5229ed80be7c,ferramentas_jardim,garden_tools,600.0,16.0,31.0,18.0
01f1608fbd6fc5b04308ff6157326e6d,telefonia,telephony,150.0,19.0,4.0,11.0
01fc56750f0d3444c4a1746ecf19dee0,esporte_lazer,sports_leisure,800.0,16.0,16.0,16.0
01ff1ff8aa5dec93e9938b989393a4ca,perfumaria,perfumery,350.0,18.0,13.0,18.0
02044dc95cf33aaf55e03bde1b042539,informatica_acessorios,computers_accessories,150.0,31.0,8.0,11.0
0214e4741dab5812bb31a61af1dc3de5,cama_mesa_banho,bed_bath_table,2100.0,45.0,15.0,35.0
022ff42cced44a2b2cca57061cabb526,esporte_lazer,sports_leisure,3900.0,32.0,35.0,33.0
0233dd6f06e23c705ab76dc3ab165837,cool_stuff,cool_stuff,100.0,20.0,16.0,16.0
023473d9db1c319f2bcd010e043b2ba2,moveis_decoracao,furniture_decor,18050.0,51.0,8.0,51.0
024553ca83fc6e9ec93f5a9c823d1834,beleza_saude,health_beauty,2000.0,30.0,12.0,16.0
02475368dfb38934fe55f574024fe1d7,relogios_presentes,watches_gifts,250.0,16.0,2.0,11.0
0259a8068ce1198d4370abb0d3c2e576,automotivo,auto,500.0,21.0,9.0,12.0
025dd9fac2544d8e7e3451ec87bc6511,cama_mesa_banho,bed_bath_table,1100.0,95.0,8.0,50.0
02623b0e4e6b951aefb23575de1f3886,utilidades_domesticas,housewares,1600.0,25.0,10.0,20.0
027cdd14a677a5834bc67a9789db5021,perfumaria,perfumery,341.0,20.0,18.0,16.0
0285a1295a18a4d37c11fa446d4c1345,dvds_blu_ray,dvds_blu_ray,200.0,20.0,2.0,14.0
0292b46c30348496b1be04eeb440bdb5,,,400.0,38.0,22.0,15.0
02965440ee186dd4f7f6e8f962a75c60,moveis_escritorio,office_furniture,10013.0,58.0,56.0,23.0
02a56644dd5dbe6884a047f4d9ea52ea,automotivo,auto,4200.0,78.0,4.0,47.0
02a79d79e818ad0be36cfc843a6af7ad,esporte_lazer,sports_leisure,300.0,16.0,15.0,15.0
02aa16706915b09bedf8409296478283,esporte_lazer,sports_leisure,200.0,16.0,6.0,20.0
02cd4165b1e6a3782def2e4e851ae884,moveis_sala,furniture_living_room,3100.0,30.0,11.0,30.0
02ce0c74e59d6cf6bc9026601414a9c4,moveis_escritorio,office_furniture,15900.0,40.0,90.0,40.0
02ce467092b184e71d3967d29110adc1,moveis_escritorio,office_furniture,12275.0,40.0,54.0,38.0
02e27630510d16a95a473d9b35959d3e,telefonia,telephony,100.0,19.0,3.0,11.0
02fb2d61da1247bf732360ea76b16240,malas_acessorios,luggage_accessories,850.0,19.0,51.0,34.0
030f129f7f4681d3996e2531840057af,cama_mesa_banho,bed_bath_table,800.0,25.0,5.0,25.0
034ecce08e1adf75b5fecf2faac7ed11,esporte_lazer,sports_leisure,550.0,16.0,16.0,16.0
0354c6a8cb8961e29b70e564b93861fe,ferramentas_jardim,garden_tools,400.0,38.0,10.0,25.0
03552ec45033c8658713c541f6af9f05,beleza_saude,health_beauty,250.0,35.0,3.0,12.0
035a4019c8009b57768aa3c1e1ad63a3,moveis_decoracao,furniture_decor,1900.0,53.0,8.0,11.0
0364c36f8e845e4d309c0a3accc04b1c,moveis_escritorio,office_furniture,16800.0,63.0,58.0,24.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,telephony,300.0,17.0,4.0,12.0
036a6272d538ae862d248339c4c9adeb,,,1800.0,20.0,12.0,25.0
03706dca83513062fe74967a71b5fc78,,,400.0,25.0,8.0,11.0
037a23831f142c505b119215d92eaf7e,moveis_escritorio,office_furniture,8900.0,53.0,50.0,16.0
0383c4d17410e421f6a8b905fb9adcbc,ferramentas_jardim,garden_tools,2700.0,43.0,15.0,15.0
039e946aff78252a2e83b8fa1adf837d,cool_stuff,cool_stuff,2100.0,44.0,16.0,42.0
03a20f79e4c056b48ce29b3e30beb0fb,moveis_decoracao,furniture_decor,700.0,60.0,11.0,20.0
03b10f5e3ef07cfc27a025adca3fd0be,esporte_lazer,sports_leisure,50.0,16.0,16.0,11.0
03b29ca1beec2e03e15a3b980c1505ed,perfumaria,perfumery,100.0,18.0,7.0,11.0
03b58043df5d7424df7eac2be2511c51,cool_stuff,cool_stuff,1650.0,30.0,4.0,30.0
03bb06cda40712fb8473f7962fb7d198,cama_mesa_banho,bed_bath_table,2000.0,34.0,9.0,33.0
03bca689857bd64cc5c022221113db7e,climatizacao,air_conditioning,2000.0,22.0,38.0,37.0
03d19e503abb1698d26d630c0017b11e,automotivo,auto,14100.0,62.0,62.0,21.0
03d7ad0ce97624c931b3abde02b5d819,perfumaria,perfumery,249.0,19.0,13.0,15.0
03e1c946c0ddfc58724ff262aef08dff,utilidades_domesticas,housewares,550.0,16.0,22.0,12.0
03ed331c2c9bb4cd5c3d986928bc8d9c,automotivo,auto,600.0,28.0,4.0,16.0
041022915a950ec95b761b690ddb6b24,cool_stuff,cool_stuff,1450.0,62.0,15.0,32.0
041644fcb6426ab2a7c992fac010771a,informatica_acessorios,computers_accessories,300.0,35.0,5.0,25.0
041bf61cdb6e9b519aa70a4eed0bd4ce,pet_shop,pet_shop,700.0,71.0,2.0,18.0
0432203d03868bfe5fdbb86fb2148474,bebes,baby,7003.0,52.0,30.0,46.0
0442663b51251c398df7f53c29e29812,esporte_lazer,sports_leisure,6600.0,105.0,15.0,25.0
044814613492fc3e12bda239e12d6b68,beleza_saude,health_beauty,1000.0,36.0,18.0,27.0
044f05bc9de36e8a693a83e4bc79dd0d,telefonia,telephony,300.0,17.0,4.0,12.0
045c0f3faa3d81ff1af071e0811b2711,relogios_presentes,watches_gifts,200.0,16.0,11.0,12.0
045da764883d50dc071cc70c81226cbc,relogios_presentes,watches_gifts,213.0,18.0,10.0,19.0
04601b648d7d2dcae6e285a41e276a3f,brinquedos,toys,1775.0,31.0,21.0,21.0
048d97d0e3bf2fdb3f1d268b69396cdc,esporte_lazer,sports_leisure,1200.0,25.0,30.0,25.0
04913106077ff97c89fa5e6b289fa25c,cama_mesa_banho,bed_bath_table,2100.0,36.0,8.0,27.0
049469901143a0f4ead566611fda0544,perfumaria,perfumery,375.0,21.0,16.0,23.0
04a3191f211edc97716020026d05d260,cama_mesa_banho,bed_bath_table,950.0,42.0,29.0,28.0
04a4e9d8c0dc6b2b4b8e24ea78a8f318,esporte_lazer,sports_leisure,500.0,50.0,12.0,18.0
04a67e69edfb208f784da30294f69c5b,esporte_lazer,sports_leisure,1350.0,26.0,18.0,18.0
04af9f3af5c6afc4eece909c25330934,relogios_presentes,watches_gifts,200.0,16.0,2.0,20.0
04b2173a311a1fe1a8c90a59c0a0f474,pet_shop,pet_shop,700.0,16.0,35.0,25.0
04c200c7067838a36677c2cb65f90987,utilidades_domesticas,housewares,375.0,16.0,10.0,18.0
04c48a5fe31aedc4ef3896c005fd483c,perfumaria,perfumery,449.0,19.0,14.0,14.0
04c4a4b9c924494fcf82e0fba966f955,relogios_presentes,watches_gifts,567.0,26.0,12.0,26.0
04cfe2f4173f2acf181b3d2642a387d1,beleza_saude,health_beauty,200.0,24.0,26.0,11.0
04dc26a02c448f6f2b914f01c2902ebd,consoles_games,consoles_games,483.0,24.0,17.0,23.0
04ea63ab87df726ebf45c0982dd90a1f,bebes,baby,450.0,30.0,6.0,23.0
050245daefa14dcfc8048e9c6a586d2c,informatica_acessorios,computers_accessories,1623.0,32.0,15.0,39.0
0502d1a36be75bd36b452f31c6ed264a,,,100.0,16.0,7.0,11.0
0504d5c0f9b71510b2b0bee952e380fa,moveis_quarto,furniture_bedroom,16500.0,58.0,18.0,42.0
0519a542f6238651af817ddc6fcbbcf4,pet_shop,pet_shop,400.0,18.0,12.0,15.0
05216a143a65ab59fc48fb996e7c12d7,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,2.0,11.0
0521fe3eb04940304b489d0fb49a37dd,ferramentas_jardim,garden_tools,1450.0,90.0,6.0,18.0
0522015abfd1094949180dee8dacbdf9,moveis_decoracao,furniture_decor,400.0,40.0,15.0,40.0
0527af46c46b7a345d2086ea304ae8d7,eletronicos,electronics,625.0,27.0,17.0,25.0
052b8660ee8a9ee18815d9b276694a10,perfumaria,perfumery,107.0,17.0,12.0,14.0
0530063c4be8e898dd6dac7d6bceff24,moveis_escritorio,office_furniture,11800.0,53.0,54.0,18.0
053c1c7045cfb67d04d8c5a8dc9fc054,cama_mesa_banho,bed_bath_table,1650.0,31.0,9.0,31.0
055019def765ce08da9fac0585e927c3,bebes,baby,300.0,17.0,7.0,24.0
05542c6ab7bce0a01a5f7210380e72b3,informatica_acessorios,computers_accessories,850.0,32.0,10.0,16.0
0554df77f3ed2e36e06c60eb65dc357a,beleza_saude,health_beauty,300.0,17.0,13.0,13.0
056063b2634974ef86ccb7da2d3d0dbf,esporte_lazer,sports_leisure,1431.0,30.0,20.0,21.0
056193fc88b3f131fae751356896b168,utilidades_domesticas,housewares,8950.0,40.0,30.0,40.0
05696da7eee323669666f62228d00f78,cama_mesa_banho,bed_bath_table,12900.0,60.0,27.0,50.0
057df564fda79ad8fa5e1928dfbe3e8c,cool_stuff,cool_stuff,300.0,25.0,10.0,20.0
05805f52cdeb93d7684f871e599f0078,moveis_decoracao,furniture_decor,4000.0,70.0,12.0,52.0
0583170ba3f70162729f40600f8a4abf,beleza_saude,health_beauty,2500.0,34.0,17.0,22.0
058755c380722a806fc5440093c2c5bf,artes,art,1947.0,98.0,6.0,44.0
05928363cd16fb2d20ccad40992105aa,fashion_bolsas_e_acessorios,fashion_bags_accessories,250.0,16.0,16.0,13.0
059fb7d4b3383690a65610a1d6320e7e,telefonia,telephony,100.0,16.0,2.0,20.0
05a9ab81472f6bdcd910cb49b636c5b5,instrumentos_musicais,musical_instruments,250.0,16.0,9.0,11.0
05af73bb3143cbc5233c1cdff4a767b5,moveis_sala,furniture_living_room,2700.0,47.0,6.0,47.0
05b1d0c869d183ecb8459207a33066f5,relogios_presentes,watches_gifts,200.0,16.0,11.0,11.0
05b4647d7e40f280dc06e3d69deaba21,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,8.0,11.0
05b9a00b36b50edaea8de91b8c19fc22,automotivo,auto,400.0,21.0,8.0,11.0
05bbe113b2037f89552c644c5cb33ecf,utilidades_domesticas,housewares,10100.0,48.0,30.0,16.0
05c2523e08c5262f1ee172b332c3ea44,informatica_acessorios,computers_accessories,100.0,16.0,2.0,11.0
05c693a8085dad009cebdcf2830ab738,telefonia,telephony,200.0,19.0,4.0,11.0
05c723fd782f0208b09b7c86f5220a5b,moveis_decoracao,furniture_decor,1650.0,41.0,9.0,34.0
05d26098907b7bd26c0f92feefd10eae,brinquedos,toys,200.0,18.0,13.0,16.0
05d3d52aea100aa2f887fd940991f040,beleza_saude,health_beauty,500.0,16.0,2.0,11.0
05d7b955682862c7ee7db5c1a7d728ce,esporte_lazer,sports_leisure,400.0,16.0,6.0,11.0
05d7e1ea3fb7a5e3bf83bb9801603418,livros_tecnicos,books_technical,2200.0,31.0,6.0,19.0
05d80513da078badb81a5f232e489376,cama_mesa_banho,bed_bath_table,1100.0,20.0,16.0,20.0
05e8eca656b87428a0e8453a2f335cdf,eletrodomesticos_2,home_appliances_2,9250.0,30.0,60.0,45.0
060890b1af8cc031e9dde49cf544f884,automotivo,auto,2900.0,61.0,8.0,61.0
060965aa6dfa817b80abda0c9413cc77,cama_mesa_banho,bed_bath_table,22250.0,85.0,23.0,68.0
060cb19345d90064d1015407193c233d,automotivo,auto,7150.0,65.0,10.0,65.0
060ed45e8d50384910a47c9224931f56,informatica_acessorios,computers_accessories,683.0,24.0,16.0,24.0
061885af8dbda5739d592a153655e574,automotivo,auto,850.0,28.0,15.0,22.0
061b1614b0e2a54bb06f23af8308b55d,telefonia,telephony,350.0,17.0,4.0,12.0
061c050147b7b9fb6f088593900e8dc6,fashion_bolsas_e_acessorios,fashion_bags_accessories,400.0,16.0,5.0,16.0
062619359d5f9a664606cb2a6ccb477a,beleza_saude,health_beauty,2000.0,20.0,20.0,20.0
063c331b19ce7f951a2abb159e30386a,cama_mesa_banho,bed_bath_table,1100.0,33.0,12.0,24.0
063d853b6d570a9a5d06e8e044658c21,esporte_lazer,sports_leisure,900.0,22.0,15.0,20.0
063d96e7b9190a8da0b8920906578383,moveis_decoracao,furniture_decor,18800.0,52.0,36.0,60.0
063daeb82f41e36a160549515ef28e75,cama_mesa_banho,bed_bath_table,1975.0,43.0,10.0,33.0
06435c7fcaee30b55bdd89feb2ec9be7,moveis_decoracao,furniture_decor,350.0,80.0,10.0,60.0
0645b477d9a79945e55ec6be1605b5a0,brinquedos,toys,1200.0,40.0,28.0,28.0
06484143f7046fc1c2ec000aba13e28a,esporte_lazer,sports_leisure,900.0,16.0,20.0,20.0
0649f548e3fa70d40eb8fd98ecfe6322,telefonia,telephony,50.0,19.0,3.0,11.0
064a939bcd597315cfda6c98ede1b4c3,informatica_acessorios,computers_accessories,200.0,16.0,5.0,11.0
0654d3c1e3efc7e7cd9dbde9cb743df2,ferramentas_jardim,garden_tools,700.0,20.0,18.0,19.0
065a46b0be3f31498ebdd3f4c668a6b6,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,2.0,11.0
0663a33c86fed5322e603ef430775b7b,papelaria,stationery,800.0,25.0,60.0,35.0
06731ce59716357095ed1a25850320b8,moveis_cozinha_area_de_servico_jantar_e_jardim,kitchen_dining_laundry_garden_furniture,1700.0,100.0,3.0,60.0
0678913581818c6056713a9b02f5ceef,automotivo,auto,250.0,19.0,19.0,14.0
06820914dffb81de2d15a50e693259ba,utilidades_domesticas,housewares,400.0,35.0,11.0,20.0
0688d52e92d927814617e26d7702df10,perfumaria,perfumery,133.0,21.0,12.0,19.0
068a754dc2d079d7bcd6f254b9a978e2,livros_interesse_geral,books_general_interest,600.0,24.0,3.0,17.0
0693bcecfea57f2ad547d1ff56c7d9ea,cama_mesa_banho,bed_bath_table,1000.0,35.0,5.0,20.0
06976617d8c5e71de4f3c2d93e788fd5,malas_acessorios,luggage_accessories,1200.0,32.0,10.0,45.0
069b1293b22c9d000af947225ce14791,malas_acessorios,luggage_accessories,20500.0,60.0,40.0,40.0
06a47d0ecd4561565deab3dfd7d3c0ff,esporte_lazer,sports_leisure,400.0,30.0,20.0,20.0
06abf4be826ed1d548e8a22a3d75d912,beleza_saude,health_beauty,5250.0,56.0,17.0,40.0
06ad93d66e91d09df5ce746906d9658b,cama_mesa_banho,bed_bath_table,3250.0,36.0,10.0,35.0
06b0745ce2aca5382b0509425b8a5ae0,ferramentas_jardim,garden_tools,8350.0,36.0,46.0,36.0
06c38a87544301cba8b0fb5a0796383d,brinquedos,toys,2300.0,98.0,12.0,20.0
06c6e01186af8b98ee1fc9e01f9471e9,informatica_acessorios,computers_accessories,200.0,25.0,5.0,15.0
06c950c36d589b39b34f5dc1d4a75e29,beleza_saude,health_beauty,667.0,30.0,14.0,16.0
06cd420a1b028388e0bf1f78daf20411,ferramentas_jardim,garden_tools,2850.0,22.0,15.0,14.0
06ce9c3e61c7a07f872f8317a7dc534d,beleza_saude,health_beauty,100.0,16.0,8.0,11.0
06e73ddcb54620a36bfdb2e073c4dc40,fashion_bolsas_e_acessorios,fashion_bags_accessories,150.0,16.0,9.0,11.0
06e8f81c88ce9a6b0dd0d279769f9f68,cool_stuff,cool_stuff,1300.0,42.0,25.0,15.0
06ead9c0b05b368667d858c09148af03,consoles_games,consoles_games,467.0,23.0,11.0,18.0
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,bed_bath_table,350.0,25.0,8.0,19.0
06ef141d37f22c5742e445504b5805a7,audio,audio,250.0,16.0,2.0,22.0
06f0e85c7892d5df893f332706340af1,papelaria,stationery,9850.0,30.0,19.0,60.0
0705b33fb285827a578fce4899f1b921,esporte_lazer,sports_leisure,400.0,95.0,6.0,47.0
071b82cad6de748755bb587ff3feec2e,cool_stuff,cool_stuff,4700.0,42.0,25.0,15.0
073a5dfc26cb33ef440b2e0aa29343a8,utilidades_domesticas,housewares,300.0,19.0,12.0,12.0
073ed404e3aec5b0a486334c05ee2fe9,relogios_presentes,watches_gifts,458.0,18.0,11.0,14.0
07691def223b4568e8ecb5a5b30574b1,telefonia,telephony,150.0,18.0,6.0,20.0
076e36bd0e2aebb35184d08c8e0f032b,utilidades_domesticas,housewares,1950.0,30.0,20.0,20.0
076e4ce53c8914382e7ff3732511b17e,beleza_saude,health_beauty,633.0,26.0,9.0,22.0
077599a82ee54960bc4f4c941b0d1359,beleza_saude,health_beauty,1600.0,18.0,8.0,20.0
0776155007ad20447a0b0f91d4aad644,alimentos_bebidas,food_drink,1000.0,28.0,13.0,13.0
07778ad3984dfbcc6b9dfd8b8595ba7b,utilidades_domesticas,housewares,400.0,20.0,28.0,18.0
07810038e53a9f409577581bae23fa1a,informatica_acessorios,computers_accessories,150.0,16.0,3.0,17.0
07821918ef487fd64eb20b3c8aeb897f,informatica_acessorios,computers_accessories,267.0,16.0,16.0,16.0
078482c5821678267aeb55b8edcdcb29,market_place,market_place,250.0,19.0,14.0,16.0
078a6c96f58d2261cc4241dc9907b143,informatica_acessorios,computers_accessories,533.0,25.0,3.0,12.0
07aa6a21d16be9ac95fbff7ab3ed81e9,automotivo,auto,2200.0,50.0,10.0,50.0
07b6a3b7bd0e9c54119f7c679edccca4,relogios_presentes,watches_gifts,400.0,16.0,11.0,11.0
07b90e3c7e287977b2e8cd54a98ddb89,ferramentas_jardim,garden_tools,500.0,20.0,20.0,20.0
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,furniture_decor,600.0,30.0,3.0,20.0
07d145a7ffd47e821d4e7cbd3697a102,cool_stuff,cool_stuff,400.0,32.0,19.0,39.0
07d56eb519d315a2d8fb2f98f095e6bf,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,2.0,11.0
07dc749f37490643099305c4df823727,telefonia,telephony,100.0,16.0,2.0,15.0
07f381c65e8e66460c07781b9b1b8834,moveis_escritorio,office_furniture,17050.0,63.0,62.0,24.0
07f40f14df320969f0bb8cfc5cff5d3b,fashion_bolsas_e_acessorios,fashion_bags_accessories,100.0,16.0,6.0,11.0
07f7c5fe95aa4a3b8ea56a5119546939,beleza_saude,health_beauty,30000.0,55.0,75.0,61.0
081476f0ad46b45e23bbd0f3d1d4dd98,utilidades_domesticas,housewares,175.0,16.0,12.0,12.0
081d21aa3dc9b583104a15fc4dfd1160,cama_mesa_banho,bed_bath_table,2150.0,35.0,9.0,33.0
0820af09ddc75b84841b1fab4da4be9b,eletrodomesticos,home_appliances,100.0,18.0,8.0,13.0
0829c25b4a3efca7651f07cd4b8e05bc,informatica_acessorios,computers_accessories,100.0,16.0,4.0,14.0
0830788ce2a21bb3aacbd956403f7851,esporte_lazer,sports_leisure,1450.0,49.0,12.0,27.0
083ffd30820b592e294de7ed668ff975,informatica_acessorios,computers_accessories,300.0,23.0,8.0,19.0
084461b396a7e044af9229534fa03b51,informatica_acessorios,computers_accessories,1200.0,46.0,36.0,11.0
08545faed0310009ebba7ba4537c2727,eletrodomesticos,home_appliances,3900.0,32.0,37.0,22.0
085481a1b9ec9eaa346ae0a39bd3c340,moveis_decoracao,furniture_decor,5070.0,56.0,38.0,48.0
08574b074924071f4e201e151b152b4e,ferramentas_jardim,garden_tools,9000.0,42.0,12.0,39.0
086351823300e0339f6955b27998c186,cama_mesa_banho,bed_bath_table,3305.0,65.0,12.0,45.0
0872c05ce884daf60d1459165ba1c4da,moveis_decoracao,furniture_decor,16350.0,55.0,40.0,40.0
0878b8484ae10e2ef355fac0690fabe7,bebes,baby,8050.0,75.0,15.0,50.0
0880a2d2c259afd46c7cca654697cdcd,beleza_saude,health_beauty,2400.0,16.0,16.0,16.0
08857690e7a14a21b4441f8ee2bcaa14,informatica_acessorios,computers_accessories,150.0,16.0,16.0,16.0
08922ac36480e00c6972216735d44693,relogios_presentes,watches_gifts,300.0,16.0,2.0,11.0
089447f48055194b36dd135e1a353cff,automotivo,auto,1050.0,34.0,10.0,34.0
089a01980b4c58c4183de3b75bd42363,cool_stuff,cool_stuff,2650.0,36.0,14.0,30.0
089cc17c8bf2226d13648392e33dabd7,informatica_acessorios,computers_accessories,225.0,17.0,5.0,20.0
