record_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
C0160,-0.121961,-2.082581,-0.036802,-0.209918,1.499651,0.942391,1
C0161,0.357053,-0.621809,-1.061349,-0.400258,0.818594,0.59338,0
C0162,1.761671,-0.458246,0.915249,-1.7423,-0.145806,-0.259312,1
C0163,-0.094377,1.925863,-1.029749,-0.924608,0.820829,-0.60302,0
C0164,-0.652596,0.24605,0.73672,-0.525715,-1.64974,0.017671,0
C0165,-1.003337,-0.918462,-0.066526,1.225022,-0.394972,-1.040867,1
C0166,-0.298953,0.155927,-0.054499,-2.055028,-0.972066,1.029182,0
C0167,-0.770327,-1.019098,0.92882,0.775428,-0.782041,-1.069411,1
C0168,-1.17346,-0.748391,1.043872,0.637385,0.869109,1.650933,1
C0169,-0.444508,-0.399342,0.272925,1.18555,0.269336,0.359117,1
C0170,-1.129851,0.687655,0.819783,0.790614,-2.161833,-1.038556,0
C0171,-1.768236,0.294249,0.267947,0.437705,1.594591,0.642229,0
C0172,0.620276,-0.371436,1.390884,-0.711748,-0.770011,1.988215,1
C0173,0.610067,0.069363,-2.000836,0.044805,0.127707,0.326542,0
C0174,0.846387,-0.087456,-0.562399,0.459333,-0.373897,-0.815547,1
C0175,-1.231125,-0.994089,0.929011,0.153567,-0.860078,-0.697573,0
C0176,0.906766,1.2256,-1.352922,0.187718,0.153007,-1.780743,1
C0177,-0.50268,-0.354283,0.207231,2.033955,0.897121,-0.243516,0
C0178,-0.315354,-0.278946,-0.237524,-0.501971,0.974891,0.253508,1
C0179,0.05309,0.136552,-0.121954,0.766695,0.018077,0.833355,1
C0180,0.208834,-1.039333,-0.734863,1.841261,0.56066,1.937764,1
C0181,2.047435,1.636401,-1.737822,-0.09558,-0.227747,0.419645,1
C0182,0.62795,0.104606,-0.648118,0.55681,-0.030453,-0.166968,1
C0183,-0.176978,0.35959,1.188502,-0.449522,-0.338255,0.183623,1
C0184,0.590164,2.151863,1.834786,-0.240081,-1.27727,0.699013,0
C0185,-1.052036,1.19767,0.467895,-1.446788,-2.596942,-0.14979,0
C0186,-0.668097,0.508975,-0.022449,1.226135,-0.310572,0.600043,0
C0187,1.041687,0.378162,0.645053,0.763345,-0.93214,0.496318,1
C0188,-0.055499,-0.057353,-1.94096,-0.10926,-0.285091,0.278859,0
C0189,-0.852782,-0.698354,1.476843,-0.385121,-0.554519,-0.259241,0
C0190,-0.167493,-0.401705,-0.265336,-0.675939,3.551166,0.838877,0
C0191,0.140834,-1.474131,1.035331,-0.268922,0.954677,0.56737,1
C0192,0.865237,-0.75134,1.764432,0.344616,-2.055486,-1.377949,1
C0193,-3.137049,-0.408538,0.057389,-0.876066,1.127087,2.357137,0
C0194,-0.819892,0.634924,-1.417499,-0.529257,-0.775585,0.666737,0
C0195,0.543546,1.20087,-2.403869,-0.839814,0.370923,1.422641,0
C0196,-1.541437,0.65987,-0.191601,-0.168429,0.138662,0.800858,0
C0197,1.699603,-0.628785,-0.549978,-1.522604,-0.369968,-0.005446,1
C0198,0.458298,-1.384287,-0.028276,-1.184019,-2.51255,-0.127672,0
C0199,0.836144,0.472268,0.7392,-1.546572,0.14519,-1.153928,0
C0200,-1.412802,0.624276,-0.829929,1.099146,0.254161,1.597915,0
C0201,0.432681,-0.779756,0.136776,-1.011092,1.796181,-0.254308,1
C0202,0.821093,-0.864178,-0.67717,1.790004,1.489635,0.830786,1
C0203,-0.308471,-0.086799,-0.170856,1.03899,0.224385,-0.704807,1
C0204,-0.488324,0.528348,0.491888,0.300508,-1.407991,0.35532,0
C0205,1.232808,-1.817586,0.716952,0.503065,-0.237631,0.770036,1
C0206,0.437645,0.065642,1.799726,-0.210682,-0.82199,-0.66342,1
C0207,0.285669,-0.987306,-0.266266,-0.126227,-1.702489,-1.572962,1
C0208,-0.307154,2.553603,-0.449307,-0.237942,0.306002,0.863532,0
C0209,1.049723,1.250591,1.751791,-1.024437,-0.050772,-0.720504,1
C0210,0.860432,0.435944,1.900752,0.549413,-1.315185,-0.256628,0
C0211,0.253878,0.28918,0.279035,1.314703,-0.41239,0.194237,0
C0212,-0.553383,0.9468,-0.590531,0.427143,1.146977,0.664822,1
C0213,0.312866,0.119421,0.11453,2.08677,-0.409134,1.988202,1
C0214,0.897067,-0.519899,0.056656,0.172907,1.91741,0.108731,1
C0215,0.289627,0.515666,-1.330682,-0.535679,0.119786,1.149279,0
C0216,0.326295,-2.248403,0.21659,-1.573204,-0.179715,0.841087,1
C0217,0.90647,0.86527,-0.653009,-0.794158,0.174181,1.0949,0
C0218,-1.279911,-0.403612,0.062941,0.678179,0.07877,1.578959,0
C0219,0.277225,1.393936,1.926997,0.567659,0.507279,-0.732402,0
C0220,0.578189,-0.032499,0.982236,2.003518,-1.041169,-1.229819,1
C0221,0.490924,0.62749,-1.230715,0.314528,1.232501,-0.73098,1
C0222,1.01004,0.858568,0.279509,1.094855,1.114348,1.03027,0
C0223,0.73462,1.103049,1.12957,1.068415,0.091935,0.480572,1
C0224,3.015452,-1.988296,-0.07099,0.273918,0.474817,0.19886,1
C0225,-0.002298,0.93246,-0.150692,0.947149,-0.520996,-0.444835,0
C0226,1.221587,-0.15261,1.445036,-1.308374,0.769668,0.188975,1
C0227,0.546649,0.010622,-0.972527,-2.367386,-1.105943,1.262466,0
C0228,-0.016002,1.571161,0.637267,-0.711941,-0.480846,-0.001902,0
C0229,-0.337071,-0.31733,0.006318,0.052627,-0.458066,-1.069078,0
C0230,0.006612,0.441375,-0.594744,-0.852122,2.733394,-0.871424,0
C0231,0.547945,1.550432,1.282201,0.451345,0.682338,-1.180001,1
C0232,0.23533,-0.365972,-0.534494,-0.748631,0.295666,0.57144,1
C0233,-0.302788,-1.592651,0.710502,-1.008879,-0.424757,-0.66418,0
C0234,1.292027,1.529269,0.388513,0.484337,0.549181,0.212574,1
C0235,0.510383,-1.809664,0.809289,1.092396,-0.646108,-0.573936,1
C0236,1.111625,-2.463152,1.378362,-0.953107,-0.445045,0.989046,1
C0237,1.200542,-0.427499,-0.132651,-0.21019,0.385521,2.351949,1
C0238,-0.067373,-1.040915,0.550587,0.472234,-0.416412,-1.872815,1
C0239,-1.467519,1.281201,-0.799962,-0.493547,0.122044,1.319198,0
C0240,0.333428,1.743497,0.307724,-0.72781,-0.83918,-0.125966,1
C0241,-0.656105,-1.898809,-1.917718,-0.644165,-0.618829,-1.366161,1
C0242,0.349552,1.051371,1.98149,-0.448085,0.000913,0.473079,0
C0243,-0.171243,-1.004422,-1.821597,0.260166,1.219423,-1.003495,0
C0244,0.75842,0.80736,1.130939,1.465798,0.521834,-1.424671,1
C0245,-0.038565,-0.009923,-0.344651,-0.571129,-2.18739,0.526968,0
C0246,0.674274,-1.972819,0.72601,-1.433119,0.246657,0.735302,1
C0247,-0.248778,0.482455,1.498396,0.18105,0.635481,0.257622,1
C0248,0.115098,-0.530877,0.117709,0.261876,-0.117526,-1.257352,0
C0249,0.57782,0.994497,1.75833,-0.060538,0.279514,0.65541,1
C0250,-0.390873,-1.071999,-0.385552,-1.324076,-2.19478,-0.417406,1
C0251,-1.065931,-1.171037,0.664834,-1.1118,-0.227889,-0.667754,0
C0252,-1.072582,-0.1646,0.019024,1.079611,0.109635,0.182463,0
C0253,0.819918,-1.590353,0.063634,-0.773826,0.356121,-1.195491,1
C0254,0.852845,0.385042,2.341849,0.168242,-0.861423,-0.834642,1
C0255,0.252663,0.736019,-0.586333,0.269383,-1.198602,0.435117,0
C0256,0.636545,1.342476,-0.404125,-0.013345,-0.116435,0.538591,0
C0257,1.261252,0.167971,-1.099096,1.752211,0.081192,0.777413,1
C0258,2.034163,-0.85102,1.096493,-0.188541,-0.823368,0.588413,1
C0259,-1.088237,-1.188659,-0.374647,0.611547,1.286611,-2.429368,0
C0260,0.009052,0.489331,1.040584,2.219893,-0.204023,1.666992,1
C0261,-0.013187,-0.438793,-0.216148,-0.862467,0.524852,-1.112186,0
C0262,-0.136549,2.660036,1.823353,-0.856957,0.175033,0.386053,1
C0263,2.992642,-0.571756,1.012477,-0.124987,0.330926,0.044658,1
C0264,-1.981138,0.062997,0.629208,0.63471,-0.727053,-0.598975,0
C0265,2.006173,1.077378,0.703363,0.110473,-0.209156,-0.215433,1
C0266,-0.336598,0.488956,-0.082271,-0.041159,1.258891,-0.99671,0
C0267,0.244563,0.637147,2.101177,-1.54134,0.053126,-1.847963,1
C0268,0.305152,-1.67732,-0.169166,-0.699166,-1.640673,-0.525572,1
C0269,-0.82148,-1.484834,1.115273,-0.240891,0.721899,1.389526,1
C0270,-0.853895,-0.452566,-0.893263,-0.08047,-0.174049,-1.373881,0
C0271,-1.237642,-0.032977,0.527271,0.351976,-0.193193,0.482094,0
C0272,-1.878535,-0.202913,-0.46696,-0.614457,0.596331,1.735141,0
C0273,1.4264,0.820417,0.145347,-0.594239,-0.079321,0.372905,0
C0274,1.333085,-0.62755,0.363582,0.855056,0.873804,-0.51195,1
C0275,-0.337235,-1.38475,0.444727,-0.083198,1.438077,0.485566,1
C0276,0.256406,-1.848548,0.324085,0.037988,2.122401,0.427423,1
C0277,1.158806,-0.560165,0.902648,-0.67252,0.053616,-0.384413,1
C0278,-1.589763,-1.407366,1.239217,0.629536,0.456606,-1.360909,1
C0279,1.728472,1.522809,0.715169,-0.274227,0.745978,1.853644,0
C0280,1.534603,1.09431,1.632981,1.852819,0.528243,1.227736,1
C0281,-2.024602,-0.343558,-0.831942,-0.352163,-0.221981,0.2398,0
C0282,-0.685115,-0.260381,0.623457,-0.588263,1.012285,0.933552,0
C0283,-1.401942,2.396224,0.266787,0.535444,-0.16625,-0.728735,0
C0284,-0.041202,0.449871,-1.277704,-1.940401,1.317043,-0.188669,0
C0285,0.333365,0.051412,-1.390143,1.287318,-0.705074,-0.827359,1
C0286,-1.655811,0.594502,0.348676,-0.192553,0.860847,1.221471,0
C0287,1.249835,0.898983,0.076253,-1.979534,-1.243434,0.540419,1
C0288,0.748865,1.864875,-0.840134,-0.62483,-0.142107,0.02779,0
C0289,-0.090954,1.765826,-1.223029,-0.091389,0.440338,0.89183,0
C0290,0.304296,-0.025384,1.145557,-0.421798,-1.047315,0.828817,1
C0291,0.833026,1.099216,-0.956485,-0.087937,-0.276254,0.264737,0
C0292,1.47352,0.754741,0.059164,0.242986,0.502086,0.047852,0
C0293,-0.364829,0.48592,-0.195646,0.276991,0.586028,0.405218,0
C0294,1.708812,-0.849483,-0.071303,-1.133029,0.133905,-0.254902,1
C0295,-2.193694,0.335609,-1.017234,0.667861,0.023596,-0.565475,0
C0296,1.340058,0.772232,-0.177931,-0.556996,1.570657,1.038231,0
C0297,-1.21441,1.379205,0.697687,1.397032,-0.089516,0.447652,0
C0298,-0.001893,-1.137973,0.334502,-0.249637,-0.360005,0.753369,1
C0299,1.265151,0.114688,0.516787,0.912654,-0.717977,3.060737,1
C0300,0.242878,0.991231,1.100401,-0.967613,-0.909837,0.815108,0
C0301,1.726374,-1.480801,0.26669,-0.398093,-0.37054,2.626849,1
C0302,-0.573991,-0.030534,-0.008783,0.410275,1.092384,-0.149185,0
C0303,-0.306687,0.237719,0.778346,1.350893,-1.22027,-0.355411,0
C0304,1.645061,0.661392,0.941475,0.419395,-0.562876,0.060311,1
C0305,-0.289183,-1.474888,-0.594116,-0.368487,-0.680471,1.020978,1
C0306,0.288684,0.275911,-1.256039,1.059231,-0.87998,-2.29421,1
C0307,0.11348,0.786431,1.270822,-0.825614,-0.612713,1.61603,1
C0308,1.036584,-0.511534,0.534959,-0.197462,1.366157,-0.856064,1
C0309,-1.626302,0.985552,-0.417978,0.51691,0.245522,-0.385052,0
C0310,-0.436717,0.477853,0.399948,0.849673,-1.309743,0.184103,1
C0311,-0.520513,-0.84305,-0.42657,1.847339,-1.378129,1.33282,1
C0312,-0.026595,-0.454721,-0.195321,-0.268605,0.663722,0.91294,1
C0313,-0.831969,0.137259,-0.313864,2.053727,-1.055813,-0.788746,0
C0314,-0.373977,1.162061,-1.585971,-0.291444,-0.213798,1.029491,0
C0315,0.464092,1.550787,-0.175566,0.301886,-2.242223,-0.50959,0
C0316,1.271951,-0.534297,0.4488,-1.088857,1.261827,2.320523,1
C0317,0.255904,0.467966,-0.032544,-1.7415,-1.8971,-0.774529,1
C0318,0.35671,-1.065795,-0.303785,0.577709,-0.763007,0.39636,1
C0319,0.557319,0.317628,1.338581,0.414585,0.433284,-1.271335,0
C0320,0.780547,0.959308,1.554961,0.118817,-0.187343,0.870503,0
C0321,0.096148,0.464345,0.367729,1.338934,0.102459,1.466341,0
C0322,-0.62218,0.955157,0.637813,-0.142438,-1.930869,0.603809,1
C0323,0.124913,0.734861,-2.130911,1.006341,0.99199,1.060961,0
C0324,1.692637,-0.949619,1.352166,2.451733,-0.905882,2.816209,1
C0325,0.094216,-0.530376,1.081847,0.80344,-0.799493,0.511943,1
C0326,0.834967,-0.452798,0.331956,-0.360975,0.701412,-0.832769,1
C0327,0.052551,-1.259983,0.894515,0.665001,-0.840152,-0.264194,1
C0328,0.585732,1.308575,-0.281399,-1.612656,2.549901,-0.227731,0
C0329,-0.64857,-0.989625,0.519865,0.076594,-0.416297,1.075047,1
C0330,1.478178,0.718326,-0.234243,1.084697,-0.637375,-1.418153,1
C0331,0.144628,0.418873,-0.572818,-1.515227,-0.812692,0.441047,0
C0332,-0.369171,0.628932,-1.699439,0.195793,-0.298003,-0.212132,0
C0333,0.451509,-0.921393,-1.342395,0.032943,-1.269107,-0.57988,1
C0334,1.841675,1.174321,0.07137,-0.880027,0.002233,-0.959456,1
C0335,-0.602326,-1.009448,-0.381064,1.337936,-0.243745,-1.600345,0
C0336,-1.33361,-0.71008,1.439978,-1.187834,-1.392553,0.95717,1
C0337,1.95752,0.079516,-1.700401,-1.341714,0.030562,-0.446805,1
C0338,0.765106,-0.878868,0.849374,-0.354919,-0.408585,1.466886,1
C0339,-0.599238,-1.423744,1.268092,-1.58558,0.323596,-0.876346,1
C0340,0.751754,1.071385,-1.173959,-1.801329,1.270871,1.322545,0
C0341,-0.394642,0.349308,-0.089327,1.646341,0.850869,-0.738938,1
C0342,0.962304,-0.389492,-0.120087,-0.083647,1.311454,0.983861,1
C0343,-0.77802,0.11731,-0.525819,-0.467939,-0.258325,0.084699,0
C0344,-0.373137,-1.624256,0.296094,-0.80122,-0.51386,0.738735,1
C0345,0.489709,0.886129,1.251035,-0.598571,-1.187464,-0.722782,0
C0346,-0.4645,-1.798013,-0.485185,0.493513,0.235055,0.974994,1
C0347,-1.617837,2.065201,0.090344,0.333897,2.552457,-0.231677,0
C0348,-2.026581,-0.019602,0.63052,-0.195571,0.360867,-0.599045,0
C0349,0.268596,-0.010861,-0.378047,-0.6315,-0.570046,0.263907,1
C0350,-1.60401,-1.32455,-1.886003,-0.379629,-0.872263,-0.433102,0
C0351,0.594607,1.159837,-0.282794,-0.136269,0.277238,-0.873879,0
C0352,1.008123,-0.036441,1.386891,-0.270415,-1.65719,1.629383,1
C0353,-0.760718,-0.844191,1.850616,-2.261765,1.026641,-0.232006,0
C0354,0.420677,0.166273,1.165153,1.54235,-0.161981,0.883775,0
C0355,0.929919,0.014226,-0.255294,0.116346,-1.049757,-0.041535,1
C0356,-0.760269,0.622527,-0.092624,0.447897,-0.639048,0.381495,1
C0357,-0.992559,1.370732,-0.311383,0.566942,-0.047299,0.425736,0
C0358,-1.859849,0.274516,0.978719,0.999593,-2.434263,1.332726,1
