record_id,x1,x2,x3,target
R0249,14.057012,4.711671,0.526381,50.71745
R0250,5.495772,1.633202,1.250965,29.853047
R0251,11.025778,-0.758832,0.07944,48.407492
R0252,9.439549,-2.743001,-0.873988,38.382306
R0253,9.003162,-0.711519,-0.634319,40.093955
R0254,12.686129,2.657246,-0.001991,42.6212
R0255,10.207823,-2.090768,0.577158,42.923816
R0256,11.147467,-1.877106,0.302775,43.731365
R0257,8.819665,2.612903,0.333752,34.737854
R0258,11.926762,3.027842,-0.290137,44.71786
R0259,11.159299,-2.52789,-0.236073,50.757627
R0260,8.929786,-1.983418,0.578022,41.909798
R0261,13.029879,-1.860005,-0.254344,47.497631
R0262,9.885924,-0.592364,0.332795,41.853755
R0263,7.578547,2.61111,-0.024875,33.456051
R0264,8.537736,4.962198,-0.374823,26.959423
R0265,7.378981,-1.368928,-0.22859,31.890994
R0266,10.212239,2.575203,-1.231047,28.509498
R0267,5.85236,-1.55515,-0.544344,31.876728
R0268,11.667686,2.737783,0.717508,45.891847
R0269,7.621188,-2.591723,-0.251314,33.361079
R0270,14.82691,0.516923,-0.650215,51.378742
R0271,12.780709,3.945347,-0.257495,38.073578
R0272,11.597485,1.55995,0.161375,39.770857
R0273,8.139998,-0.347041,1.525676,40.605485
R0274,10.381122,4.146222,1.823919,44.743343
R0275,10.36801,-1.834099,-0.132158,39.077635
R0276,11.264635,-2.397499,-1.480698,40.581632
R0277,9.572055,0.440942,-3.371079,25.417445
R0278,10.11214,2.973537,-2.594594,24.20698
R0279,12.194659,1.094053,-0.862599,47.309697
R0280,11.42772,2.540594,1.891523,47.206366
R0281,13.65282,-1.096494,0.235321,49.694804
R0282,10.174295,-0.052683,-0.217818,42.153494
R0283,9.50078,-2.989458,0.539331,45.581969
R0284,6.698233,3.266802,-2.815473,19.161954
R0285,8.298395,-0.47567,-1.72213,30.684901
R0286,9.990606,3.579383,1.446216,37.591416
R0287,10.71902,3.024955,-1.940324,31.547611
R0288,9.682365,2.596207,2.40137,45.805974
R0289,10.776747,4.004489,1.106152,39.810923
R0290,11.360683,3.093758,0.678544,39.804977
R0291,13.027171,2.5626,-0.575169,42.009487
R0292,12.747596,2.375082,0.014172,39.317385
R0293,8.982109,2.483545,-0.332548,23.480837
R0294,9.389323,1.344,-0.738798,31.620359
R0295,9.600104,2.480678,-0.850466,29.272437
R0296,11.454028,-0.928887,1.145612,45.108395
R0297,6.136552,-0.117872,2.445207,38.432233
R0298,6.605834,-2.1613,0.206736,40.955131
R0299,9.628051,3.08056,-1.035753,24.936155
R0300,11.330888,3.167219,2.088668,52.338793
R0301,10.124207,0.872917,-0.236071,35.970266
R0302,8.202435,-2.337116,2.233381,50.519399
R0303,13.891158,-1.967629,1.78823,60.078541
R0304,7.22251,-1.700601,-0.771689,32.478663
R0305,8.463522,-0.358101,0.064286,34.531127
R0306,10.053681,-2.653875,1.08127,53.024358
R0307,11.385461,-1.35189,-0.575429,38.565679
R0308,10.210038,0.155709,-1.793562,34.150595
R0309,12.434152,-2.913531,0.368845,48.923711
R0310,9.329947,-2.853553,-0.259043,42.006364
R0311,12.483282,-1.963961,-1.313002,47.560873
R0312,5.914062,-0.247083,1.654836,32.604929
R0313,9.584254,3.030437,2.023512,41.608847
R0314,13.331217,-1.737574,-0.595171,48.178654
R0315,6.852437,4.986528,-0.001568,25.369214
R0316,11.427978,-1.298002,-0.513641,48.334965
R0317,7.903422,-1.673974,1.783511,43.467495
R0318,15.838395,4.634103,0.666873,50.744933
R0319,10.710176,0.959301,0.069232,42.702627
R0320,11.347298,-2.45823,0.175271,45.256918
R0321,6.997855,4.777848,3.168366,38.344932
R0322,12.684021,-0.854464,-0.377131,47.95137
R0323,10.468329,0.921247,-0.683988,35.786294
R0324,12.046535,4.560121,-0.987438,36.536726
R0325,13.111897,0.07522,-0.31724,49.98973
R0326,11.748288,1.118844,1.137769,48.910273
R0327,6.435121,2.75341,-1.129022,23.296005
R0328,3.589957,1.7577,1.141831,30.139624
R0329,9.867749,0.277152,0.9808,42.400415
R0330,9.936466,-0.429,1.116545,45.527802
R0331,14.955922,3.851259,3.146495,64.305923
R0332,6.430407,2.235865,-1.883341,18.155259
R0333,12.037956,-0.578821,-0.840606,44.192935
R0334,7.321337,3.457063,0.006848,26.102272
R0335,10.555481,-2.543342,0.497853,51.317693
R0336,8.872343,0.971523,1.478387,37.739442
R0337,15.047305,2.647478,-0.890605,44.205917
R0338,10.337594,-0.666232,-0.21376,48.178071
R0339,9.614582,2.962115,-1.339961,26.399316
R0340,8.73647,-0.757231,1.508206,44.17177
R0341,8.067387,3.858913,-0.953686,25.146528
R0342,9.008565,3.598082,0.580387,37.163454
R0343,5.431293,-2.978616,2.008548,40.218853
R0344,8.190576,2.17443,-0.67259,23.805246
R0345,12.194121,0.850471,-1.374157,42.691487
R0346,5.355985,2.576458,-0.042086,21.951996
R0347,10.43008,3.458898,-1.71904,25.024774
R0348,10.569084,-1.435345,-1.484297,38.750923
R0349,9.542876,2.439679,0.284234,33.607393
R0350,14.812994,1.254359,-0.626294,50.086348
R0351,10.193293,1.350154,-2.692546,21.246745
R0352,10.55213,3.773299,1.71257,41.70645
R0353,7.82188,2.726831,-0.96442,22.514284
R0354,9.767441,4.872922,-0.046416,29.765445
R0355,10.584697,-0.457963,0.503936,47.93752
R0356,11.723098,-0.656447,2.178411,51.171017
R0357,12.609351,-0.840978,-0.151475,47.956238
R0358,10.590577,-2.460105,1.396275,53.434369
R0359,9.908072,3.236853,2.22482,39.175057
R0360,4.966908,-0.265627,0.112287,25.442169
